Age Group Code	State Code	Gender Code	Race Code	Ethnicity Code	pop estimate
90-94	21	M	A-PI	2186-2	29
90-94	22	M	A-PI	2186-2	72
90-94	23	M	A-PI	2186-2	13
90-94	24	M	A-PI	2186-2	455
90-94	25	M	A-PI	2186-2	414
90-94	26	M	A-PI	2186-2	220
90-94	27	M	A-PI	2186-2	151
90-94	28	M	A-PI	2186-2	21
90-94	29	M	A-PI	2186-2	81
90-94	30	M	A-PI	2186-2	8
90-94	31	M	A-PI	2186-2	29
90-94	32	M	A-PI	2186-2	274
90-94	33	M	A-PI	2186-2	20
90-94	34	M	A-PI	2186-2	757
90-94	35	M	A-PI	2186-2	33
90-94	36	M	A-PI	2186-2	1997
90-94	37	M	A-PI	2186-2	144
90-94	38	M	A-PI	2186-2	5
90-94	39	M	A-PI	2186-2	176
90-94	40	M	A-PI	2186-2	52
90-94	41	M	A-PI	2186-2	202
90-94	42	M	A-PI	2186-2	333
90-94	44	M	A-PI	2186-2	31
90-94	45	M	A-PI	2186-2	46
90-94	46	M	A-PI	2186-2	5
90-94	47	M	A-PI	2186-2	65
90-94	48	M	A-PI	2186-2	897
90-94	49	M	A-PI	2186-2	76
90-94	50	M	A-PI	2186-2	6
90-94	51	M	A-PI	2186-2	400
90-94	53	M	A-PI	2186-2	674
90-94	54	M	A-PI	2186-2	12
90-94	55	M	A-PI	2186-2	75
90-94	56	M	A-PI	2186-2	8
95-99	1	M	A-PI	2186-2	10
95-99	2	M	A-PI	2186-2	9
95-99	4	M	A-PI	2186-2	47
95-99	5	M	A-PI	2186-2	7
95-99	6	M	A-PI	2186-2	2760
95-99	8	M	A-PI	2186-2	41
95-99	9	M	A-PI	2186-2	26
95-99	10	M	A-PI	2186-2	7
95-99	11	M	A-PI	2186-2	5
95-99	12	M	A-PI	2186-2	177
95-99	13	M	A-PI	2186-2	64
95-99	15	M	A-PI	2186-2	770
95-99	16	M	A-PI	2186-2	7
95-99	17	M	A-PI	2186-2	168
95-99	18	M	A-PI	2186-2	15
95-99	19	M	A-PI	2186-2	7
95-99	20	M	A-PI	2186-2	11
95-99	21	M	A-PI	2186-2	8
95-99	22	M	A-PI	2186-2	19
95-99	23	M	A-PI	2186-2	3
95-99	24	M	A-PI	2186-2	118
95-99	25	M	A-PI	2186-2	108
95-99	26	M	A-PI	2186-2	57
95-99	27	M	A-PI	2186-2	39
95-99	28	M	A-PI	2186-2	5
95-99	29	M	A-PI	2186-2	21
95-99	30	M	A-PI	2186-2	2
95-99	31	M	A-PI	2186-2	8
95-99	32	M	A-PI	2186-2	71
95-99	33	M	A-PI	2186-2	5
95-99	34	M	A-PI	2186-2	197
95-99	35	M	A-PI	2186-2	9
95-99	36	M	A-PI	2186-2	520
95-99	37	M	A-PI	2186-2	38
95-99	38	M	A-PI	2186-2	1
95-99	39	M	A-PI	2186-2	46
95-99	40	M	A-PI	2186-2	14
95-99	41	M	A-PI	2186-2	53
95-99	42	M	A-PI	2186-2	87
95-99	44	M	A-PI	2186-2	8
95-99	45	M	A-PI	2186-2	12
95-99	46	M	A-PI	2186-2	1
95-99	47	M	A-PI	2186-2	17
95-99	48	M	A-PI	2186-2	234
95-99	49	M	A-PI	2186-2	20
95-99	50	M	A-PI	2186-2	1
95-99	51	M	A-PI	2186-2	104
95-99	53	M	A-PI	2186-2	176
95-99	54	M	A-PI	2186-2	3
95-99	55	M	A-PI	2186-2	20
95-99	56	M	A-PI	2186-2	2
100+	1	M	A-PI	2186-2	2
100+	2	M	A-PI	2186-2	2
100+	4	M	A-PI	2186-2	9
100+	5	M	A-PI	2186-2	1
100+	6	M	A-PI	2186-2	507
100+	8	M	A-PI	2186-2	8
100+	9	M	A-PI	2186-2	5
100+	10	M	A-PI	2186-2	1
100+	11	M	A-PI	2186-2	1
100+	12	M	A-PI	2186-2	33
100+	13	M	A-PI	2186-2	12
100+	15	M	A-PI	2186-2	141
100+	16	M	A-PI	2186-2	1
100+	17	M	A-PI	2186-2	31
100+	18	M	A-PI	2186-2	3
100+	19	M	A-PI	2186-2	1
100+	20	M	A-PI	2186-2	2
100+	21	M	A-PI	2186-2	1
100+	22	M	A-PI	2186-2	3
100+	23	M	A-PI	2186-2	1
100+	24	M	A-PI	2186-2	22
100+	25	M	A-PI	2186-2	20
100+	26	M	A-PI	2186-2	11
100+	27	M	A-PI	2186-2	7
100+	28	M	A-PI	2186-2	1
100+	29	M	A-PI	2186-2	4
100+	30	M	A-PI	2186-2	0
100+	31	M	A-PI	2186-2	1
100+	32	M	A-PI	2186-2	13
100+	33	M	A-PI	2186-2	1
100+	34	M	A-PI	2186-2	36
100+	35	M	A-PI	2186-2	2
100+	36	M	A-PI	2186-2	96
100+	37	M	A-PI	2186-2	7
100+	38	M	A-PI	2186-2	0
100+	39	M	A-PI	2186-2	8
100+	40	M	A-PI	2186-2	3
100+	41	M	A-PI	2186-2	10
100+	42	M	A-PI	2186-2	16
100+	44	M	A-PI	2186-2	1
100+	45	M	A-PI	2186-2	2
100+	46	M	A-PI	2186-2	0
100+	47	M	A-PI	2186-2	3
100+	48	M	A-PI	2186-2	43
100+	49	M	A-PI	2186-2	4
100+	50	M	A-PI	2186-2	0
100+	51	M	A-PI	2186-2	19
100+	53	M	A-PI	2186-2	32
100+	54	M	A-PI	2186-2	1
100+	55	M	A-PI	2186-2	4
100+	56	M	A-PI	2186-2	0
85-89	1	M	A-PI	2135-2	3
85-89	2	M	A-PI	2135-2	3
85-89	4	M	A-PI	2135-2	23
85-89	5	M	A-PI	2135-2	1
85-89	6	M	A-PI	2135-2	392
85-89	8	M	A-PI	2135-2	16
85-89	9	M	A-PI	2135-2	6
85-89	10	M	A-PI	2135-2	4
85-89	11	M	A-PI	2135-2	2
85-89	12	M	A-PI	2135-2	45
85-89	13	M	A-PI	2135-2	5
85-89	15	M	A-PI	2135-2	5
85-89	16	M	A-PI	2135-2	1
85-89	17	M	A-PI	2135-2	25
85-89	18	M	A-PI	2135-2	5
85-89	19	M	A-PI	2135-2	1
85-89	20	M	A-PI	2135-2	3
85-89	21	M	A-PI	2135-2	1
85-89	22	M	A-PI	2135-2	1
85-89	23	M	A-PI	2135-2	3
85-89	24	M	A-PI	2135-2	8
85-89	25	M	A-PI	2135-2	16
85-89	26	M	A-PI	2135-2	8
85-89	27	M	A-PI	2135-2	6
85-89	28	M	A-PI	2135-2	1
85-89	29	M	A-PI	2135-2	3
85-89	30	M	A-PI	2135-2	1
85-89	31	M	A-PI	2135-2	2
85-89	32	M	A-PI	2135-2	19
85-89	33	M	A-PI	2135-2	0
85-89	34	M	A-PI	2135-2	26
85-89	35	M	A-PI	2135-2	19
85-89	36	M	A-PI	2135-2	109
85-89	37	M	A-PI	2135-2	6
85-89	38	M	A-PI	2135-2	1
85-89	39	M	A-PI	2135-2	10
85-89	40	M	A-PI	2135-2	4
85-89	41	M	A-PI	2135-2	8
85-89	42	M	A-PI	2135-2	6
85-89	44	M	A-PI	2135-2	1
85-89	45	M	A-PI	2135-2	3
85-89	46	M	A-PI	2135-2	0
85-89	47	M	A-PI	2135-2	1
85-89	48	M	A-PI	2135-2	58
85-89	49	M	A-PI	2135-2	5
85-89	50	M	A-PI	2135-2	0
85-89	51	M	A-PI	2135-2	12
85-89	53	M	A-PI	2135-2	14
85-89	54	M	A-PI	2135-2	0
85-89	55	M	A-PI	2135-2	1
85-89	56	M	A-PI	2135-2	1
90-94	1	M	A-PI	2135-2	1
90-94	2	M	A-PI	2135-2	1
90-94	4	M	A-PI	2135-2	10
90-94	5	M	A-PI	2135-2	1
90-94	6	M	A-PI	2135-2	166
90-94	8	M	A-PI	2135-2	7
90-94	9	M	A-PI	2135-2	2
90-94	10	M	A-PI	2135-2	2
90-94	11	M	A-PI	2135-2	1
90-94	12	M	A-PI	2135-2	19
90-94	13	M	A-PI	2135-2	2
90-94	15	M	A-PI	2135-2	2
90-94	16	M	A-PI	2135-2	1
90-94	17	M	A-PI	2135-2	10
90-94	18	M	A-PI	2135-2	2
90-94	19	M	A-PI	2135-2	0
90-94	20	M	A-PI	2135-2	1
90-94	21	M	A-PI	2135-2	0
90-94	22	M	A-PI	2135-2	1
90-94	23	M	A-PI	2135-2	1
90-94	24	M	A-PI	2135-2	3
90-94	25	M	A-PI	2135-2	7
90-94	26	M	A-PI	2135-2	3
90-94	27	M	A-PI	2135-2	3
90-94	28	M	A-PI	2135-2	1
90-94	29	M	A-PI	2135-2	1
90-94	30	M	A-PI	2135-2	0
90-94	31	M	A-PI	2135-2	1
90-94	32	M	A-PI	2135-2	8
90-94	33	M	A-PI	2135-2	0
90-94	34	M	A-PI	2135-2	11
90-94	35	M	A-PI	2135-2	8
90-94	36	M	A-PI	2135-2	46
90-94	37	M	A-PI	2135-2	3
90-94	38	M	A-PI	2135-2	0
90-94	39	M	A-PI	2135-2	4
90-94	40	M	A-PI	2135-2	2
90-94	41	M	A-PI	2135-2	3
90-94	42	M	A-PI	2135-2	2
90-94	44	M	A-PI	2135-2	0
90-94	45	M	A-PI	2135-2	1
90-94	46	M	A-PI	2135-2	0
90-94	47	M	A-PI	2135-2	1
90-94	48	M	A-PI	2135-2	25
90-94	49	M	A-PI	2135-2	2
90-94	50	M	A-PI	2135-2	0
90-94	51	M	A-PI	2135-2	5
90-94	53	M	A-PI	2135-2	6
90-94	54	M	A-PI	2135-2	0
90-94	55	M	A-PI	2135-2	1
90-94	56	M	A-PI	2135-2	1
95-99	1	M	A-PI	2135-2	0
95-99	2	M	A-PI	2135-2	0
95-99	4	M	A-PI	2135-2	3
95-99	5	M	A-PI	2135-2	0
95-99	6	M	A-PI	2135-2	46
95-99	8	M	A-PI	2135-2	2
95-99	9	M	A-PI	2135-2	1
95-99	10	M	A-PI	2135-2	0
95-99	11	M	A-PI	2135-2	0
95-99	12	M	A-PI	2135-2	5
95-99	13	M	A-PI	2135-2	1
95-99	15	M	A-PI	2135-2	1
95-99	16	M	A-PI	2135-2	0
95-99	17	M	A-PI	2135-2	3
95-99	18	M	A-PI	2135-2	1
95-99	19	M	A-PI	2135-2	0
95-99	20	M	A-PI	2135-2	0
95-99	21	M	A-PI	2135-2	0
95-99	22	M	A-PI	2135-2	0
95-99	23	M	A-PI	2135-2	0
95-99	24	M	A-PI	2135-2	1
95-99	25	M	A-PI	2135-2	2
95-99	26	M	A-PI	2135-2	1
95-99	27	M	A-PI	2135-2	1
95-99	28	M	A-PI	2135-2	0
95-99	29	M	A-PI	2135-2	0
95-99	30	M	A-PI	2135-2	0
95-99	31	M	A-PI	2135-2	0
95-99	32	M	A-PI	2135-2	2
95-99	33	M	A-PI	2135-2	0
95-99	34	M	A-PI	2135-2	3
95-99	35	M	A-PI	2135-2	2
95-99	36	M	A-PI	2135-2	13
95-99	37	M	A-PI	2135-2	1
95-99	38	M	A-PI	2135-2	0
95-99	39	M	A-PI	2135-2	1
95-99	40	M	A-PI	2135-2	0
95-99	41	M	A-PI	2135-2	1
95-99	42	M	A-PI	2135-2	1
95-99	44	M	A-PI	2135-2	0
95-99	45	M	A-PI	2135-2	0
95-99	46	M	A-PI	2135-2	0
95-99	47	M	A-PI	2135-2	0
95-99	48	M	A-PI	2135-2	7
95-99	49	M	A-PI	2135-2	1
95-99	50	M	A-PI	2135-2	0
95-99	51	M	A-PI	2135-2	1
95-99	53	M	A-PI	2135-2	2
95-99	54	M	A-PI	2135-2	0
95-99	55	M	A-PI	2135-2	0
95-99	56	M	A-PI	2135-2	0
100+	1	M	A-PI	2135-2	0
100+	2	M	A-PI	2135-2	0
100+	4	M	A-PI	2135-2	1
100+	5	M	A-PI	2135-2	0
100+	6	M	A-PI	2135-2	12
100+	8	M	A-PI	2135-2	1
100+	9	M	A-PI	2135-2	0
100+	10	M	A-PI	2135-2	0
100+	11	M	A-PI	2135-2	0
100+	12	M	A-PI	2135-2	1
100+	13	M	A-PI	2135-2	0
100+	15	M	A-PI	2135-2	0
100+	16	M	A-PI	2135-2	0
100+	17	M	A-PI	2135-2	1
100+	18	M	A-PI	2135-2	0
100+	19	M	A-PI	2135-2	0
100+	20	M	A-PI	2135-2	0
100+	21	M	A-PI	2135-2	0
100+	22	M	A-PI	2135-2	0
100+	23	M	A-PI	2135-2	0
100+	24	M	A-PI	2135-2	0
100+	25	M	A-PI	2135-2	0
100+	26	M	A-PI	2135-2	0
100+	27	M	A-PI	2135-2	0
100+	28	M	A-PI	2135-2	0
100+	29	M	A-PI	2135-2	0
100+	30	M	A-PI	2135-2	0
100+	31	M	A-PI	2135-2	0
100+	32	M	A-PI	2135-2	1
100+	33	M	A-PI	2135-2	0
100+	34	M	A-PI	2135-2	1
100+	35	M	A-PI	2135-2	1
100+	36	M	A-PI	2135-2	3
100+	37	M	A-PI	2135-2	0
100+	38	M	A-PI	2135-2	0
100+	39	M	A-PI	2135-2	0
100+	40	M	A-PI	2135-2	0
100+	41	M	A-PI	2135-2	0
100+	42	M	A-PI	2135-2	0
100+	44	M	A-PI	2135-2	0
100+	45	M	A-PI	2135-2	0
100+	46	M	A-PI	2135-2	0
100+	47	M	A-PI	2135-2	0
100+	48	M	A-PI	2135-2	2
100+	49	M	A-PI	2135-2	0
100+	50	M	A-PI	2135-2	0
100+	51	M	A-PI	2135-2	0
100+	53	M	A-PI	2135-2	0
100+	54	M	A-PI	2135-2	0
100+	55	M	A-PI	2135-2	0
100+	56	M	A-PI	2135-2	0
