Age Group Code	State Code	Gender Code	Race Code	Ethnicity Code	pop estimate
100+	30	M	2054-5	2186-2	0
100+	31	M	2054-5	2186-2	3
100+	32	M	2054-5	2186-2	11
100+	33	M	2054-5	2186-2	1
100+	34	M	2054-5	2186-2	53
100+	35	M	2054-5	2186-2	2
100+	36	M	2054-5	2186-2	152
100+	37	M	2054-5	2186-2	86
100+	38	M	2054-5	2186-2	0
100+	39	M	2054-5	2186-2	76
100+	40	M	2054-5	2186-2	11
100+	41	M	2054-5	2186-2	3
100+	42	M	2054-5	2186-2	69
100+	44	M	2054-5	2186-2	3
100+	45	M	2054-5	2186-2	56
100+	46	M	2054-5	2186-2	1
100+	47	M	2054-5	2186-2	39
100+	48	M	2054-5	2186-2	106
100+	49	M	2054-5	2186-2	1
100+	50	M	2054-5	2186-2	0
100+	51	M	2054-5	2186-2	73
100+	53	M	2054-5	2186-2	10
100+	54	M	2054-5	2186-2	3
100+	55	M	2054-5	2186-2	10
100+	56	M	2054-5	2186-2	1
85-89	1	M	2054-5	2135-2	3
85-89	2	M	2054-5	2135-2	2
85-89	4	M	2054-5	2135-2	30
85-89	5	M	2054-5	2135-2	8
85-89	6	M	2054-5	2135-2	351
85-89	8	M	2054-5	2135-2	21
85-89	9	M	2054-5	2135-2	56
85-89	10	M	2054-5	2135-2	13
85-89	11	M	2054-5	2135-2	11
85-89	12	M	2054-5	2135-2	432
85-89	13	M	2054-5	2135-2	72
85-89	15	M	2054-5	2135-2	3
85-89	16	M	2054-5	2135-2	3
85-89	17	M	2054-5	2135-2	74
85-89	18	M	2054-5	2135-2	9
85-89	19	M	2054-5	2135-2	4
85-89	20	M	2054-5	2135-2	5
85-89	21	M	2054-5	2135-2	7
85-89	22	M	2054-5	2135-2	41
85-89	23	M	2054-5	2135-2	2
85-89	24	M	2054-5	2135-2	31
85-89	25	M	2054-5	2135-2	149
85-89	26	M	2054-5	2135-2	5
85-89	27	M	2054-5	2135-2	9
85-89	28	M	2054-5	2135-2	26
85-89	29	M	2054-5	2135-2	9
85-89	30	M	2054-5	2135-2	0
85-89	31	M	2054-5	2135-2	5
85-89	32	M	2054-5	2135-2	13
85-89	33	M	2054-5	2135-2	5
85-89	34	M	2054-5	2135-2	225
85-89	35	M	2054-5	2135-2	21
85-89	36	M	2054-5	2135-2	1179
85-89	37	M	2054-5	2135-2	69
85-89	38	M	2054-5	2135-2	0
85-89	39	M	2054-5	2135-2	30
85-89	40	M	2054-5	2135-2	5
85-89	41	M	2054-5	2135-2	9
85-89	42	M	2054-5	2135-2	91
85-89	44	M	2054-5	2135-2	32
85-89	45	M	2054-5	2135-2	15
85-89	46	M	2054-5	2135-2	1
85-89	47	M	2054-5	2135-2	21
85-89	48	M	2054-5	2135-2	147
85-89	49	M	2054-5	2135-2	7
85-89	50	M	2054-5	2135-2	2
85-89	51	M	2054-5	2135-2	28
85-89	53	M	2054-5	2135-2	10
85-89	54	M	2054-5	2135-2	8
85-89	55	M	2054-5	2135-2	21
85-89	56	M	2054-5	2135-2	7
90-94	1	M	2054-5	2135-2	1
90-94	2	M	2054-5	2135-2	1
90-94	4	M	2054-5	2135-2	12
90-94	5	M	2054-5	2135-2	3
90-94	6	M	2054-5	2135-2	137
90-94	8	M	2054-5	2135-2	8
90-94	9	M	2054-5	2135-2	22
90-94	10	M	2054-5	2135-2	5
90-94	11	M	2054-5	2135-2	4
90-94	12	M	2054-5	2135-2	168
90-94	13	M	2054-5	2135-2	28
90-94	15	M	2054-5	2135-2	1
90-94	16	M	2054-5	2135-2	1
90-94	17	M	2054-5	2135-2	29
90-94	18	M	2054-5	2135-2	4
90-94	19	M	2054-5	2135-2	2
90-94	20	M	2054-5	2135-2	2
90-94	21	M	2054-5	2135-2	3
90-94	22	M	2054-5	2135-2	16
90-94	23	M	2054-5	2135-2	1
90-94	24	M	2054-5	2135-2	12
90-94	25	M	2054-5	2135-2	58
90-94	26	M	2054-5	2135-2	2
90-94	27	M	2054-5	2135-2	3
90-94	28	M	2054-5	2135-2	10
90-94	29	M	2054-5	2135-2	4
90-94	30	M	2054-5	2135-2	0
90-94	31	M	2054-5	2135-2	2
90-94	32	M	2054-5	2135-2	5
90-94	33	M	2054-5	2135-2	2
90-94	34	M	2054-5	2135-2	88
90-94	35	M	2054-5	2135-2	8
90-94	36	M	2054-5	2135-2	459
90-94	37	M	2054-5	2135-2	27
90-94	38	M	2054-5	2135-2	0
90-94	39	M	2054-5	2135-2	12
90-94	40	M	2054-5	2135-2	2
90-94	41	M	2054-5	2135-2	4
90-94	42	M	2054-5	2135-2	36
90-94	44	M	2054-5	2135-2	13
90-94	45	M	2054-5	2135-2	6
90-94	46	M	2054-5	2135-2	0
90-94	47	M	2054-5	2135-2	8
90-94	48	M	2054-5	2135-2	57
90-94	49	M	2054-5	2135-2	3
90-94	50	M	2054-5	2135-2	1
90-94	51	M	2054-5	2135-2	11
90-94	53	M	2054-5	2135-2	4
90-94	54	M	2054-5	2135-2	3
90-94	55	M	2054-5	2135-2	8
90-94	56	M	2054-5	2135-2	3
95-99	1	M	2054-5	2135-2	0
95-99	2	M	2054-5	2135-2	0
95-99	4	M	2054-5	2135-2	3
95-99	5	M	2054-5	2135-2	1
95-99	6	M	2054-5	2135-2	35
95-99	8	M	2054-5	2135-2	2
95-99	9	M	2054-5	2135-2	6
95-99	10	M	2054-5	2135-2	1
95-99	11	M	2054-5	2135-2	1
95-99	12	M	2054-5	2135-2	43
95-99	13	M	2054-5	2135-2	7
95-99	15	M	2054-5	2135-2	0
95-99	16	M	2054-5	2135-2	0
95-99	17	M	2054-5	2135-2	7
95-99	18	M	2054-5	2135-2	1
95-99	19	M	2054-5	2135-2	0
95-99	20	M	2054-5	2135-2	0
95-99	21	M	2054-5	2135-2	1
95-99	22	M	2054-5	2135-2	4
95-99	23	M	2054-5	2135-2	0
95-99	24	M	2054-5	2135-2	3
95-99	25	M	2054-5	2135-2	15
95-99	26	M	2054-5	2135-2	0
95-99	27	M	2054-5	2135-2	1
95-99	28	M	2054-5	2135-2	3
95-99	29	M	2054-5	2135-2	1
95-99	30	M	2054-5	2135-2	0
95-99	31	M	2054-5	2135-2	0
95-99	32	M	2054-5	2135-2	1
95-99	33	M	2054-5	2135-2	0
95-99	34	M	2054-5	2135-2	23
95-99	35	M	2054-5	2135-2	2
95-99	36	M	2054-5	2135-2	118
95-99	37	M	2054-5	2135-2	7
95-99	38	M	2054-5	2135-2	0
95-99	39	M	2054-5	2135-2	3
95-99	40	M	2054-5	2135-2	1
95-99	41	M	2054-5	2135-2	1
95-99	42	M	2054-5	2135-2	9
95-99	44	M	2054-5	2135-2	3
95-99	45	M	2054-5	2135-2	2
95-99	46	M	2054-5	2135-2	0
95-99	47	M	2054-5	2135-2	2
95-99	48	M	2054-5	2135-2	15
95-99	49	M	2054-5	2135-2	1
95-99	50	M	2054-5	2135-2	0
95-99	51	M	2054-5	2135-2	3
95-99	53	M	2054-5	2135-2	1
95-99	54	M	2054-5	2135-2	1
95-99	55	M	2054-5	2135-2	2
95-99	56	M	2054-5	2135-2	1
100+	1	M	2054-5	2135-2	0
100+	2	M	2054-5	2135-2	0
100+	4	M	2054-5	2135-2	1
100+	5	M	2054-5	2135-2	0
100+	6	M	2054-5	2135-2	7
100+	8	M	2054-5	2135-2	0
100+	9	M	2054-5	2135-2	1
100+	10	M	2054-5	2135-2	0
100+	11	M	2054-5	2135-2	0
100+	12	M	2054-5	2135-2	8
100+	13	M	2054-5	2135-2	1
100+	15	M	2054-5	2135-2	0
100+	16	M	2054-5	2135-2	0
100+	17	M	2054-5	2135-2	1
100+	18	M	2054-5	2135-2	0
100+	19	M	2054-5	2135-2	0
100+	20	M	2054-5	2135-2	0
100+	21	M	2054-5	2135-2	0
100+	22	M	2054-5	2135-2	1
100+	23	M	2054-5	2135-2	0
100+	24	M	2054-5	2135-2	1
100+	25	M	2054-5	2135-2	3
100+	26	M	2054-5	2135-2	0
100+	27	M	2054-5	2135-2	0
100+	28	M	2054-5	2135-2	1
100+	29	M	2054-5	2135-2	0
100+	30	M	2054-5	2135-2	0
100+	31	M	2054-5	2135-2	0
100+	32	M	2054-5	2135-2	0
100+	33	M	2054-5	2135-2	0
100+	34	M	2054-5	2135-2	4
100+	35	M	2054-5	2135-2	0
100+	36	M	2054-5	2135-2	23
100+	37	M	2054-5	2135-2	1
100+	38	M	2054-5	2135-2	0
100+	39	M	2054-5	2135-2	1
100+	40	M	2054-5	2135-2	0
100+	41	M	2054-5	2135-2	0
100+	42	M	2054-5	2135-2	2
100+	44	M	2054-5	2135-2	1
100+	45	M	2054-5	2135-2	0
100+	46	M	2054-5	2135-2	0
100+	47	M	2054-5	2135-2	0
100+	48	M	2054-5	2135-2	3
100+	49	M	2054-5	2135-2	0
100+	50	M	2054-5	2135-2	0
100+	51	M	2054-5	2135-2	1
100+	53	M	2054-5	2135-2	0
100+	54	M	2054-5	2135-2	0
100+	55	M	2054-5	2135-2	0
100+	56	M	2054-5	2135-2	0
85-89	1	F	A-PI	2186-2	168
85-89	2	F	A-PI	2186-2	166
85-89	4	F	A-PI	2186-2	763
85-89	5	F	A-PI	2186-2	124
85-89	6	F	A-PI	2186-2	39239
85-89	8	F	A-PI	2186-2	728
85-89	9	F	A-PI	2186-2	367
85-89	10	F	A-PI	2186-2	89
85-89	11	F	A-PI	2186-2	92
85-89	12	F	A-PI	2186-2	2476
85-89	13	F	A-PI	2186-2	802
85-89	15	F	A-PI	2186-2	11884
85-89	16	F	A-PI	2186-2	126
85-89	17	F	A-PI	2186-2	2551
85-89	18	F	A-PI	2186-2	293
85-89	19	F	A-PI	2186-2	115
85-89	20	F	A-PI	2186-2	214
85-89	21	F	A-PI	2186-2	131
85-89	22	F	A-PI	2186-2	250
85-89	23	F	A-PI	2186-2	37
85-89	24	F	A-PI	2186-2	1422
85-89	25	F	A-PI	2186-2	1341
85-89	26	F	A-PI	2186-2	791
85-89	27	F	A-PI	2186-2	590
85-89	28	F	A-PI	2186-2	83
85-89	29	F	A-PI	2186-2	321
85-89	30	F	A-PI	2186-2	39
85-89	31	F	A-PI	2186-2	86
85-89	32	F	A-PI	2186-2	1065
85-89	33	F	A-PI	2186-2	72
85-89	34	F	A-PI	2186-2	2564
85-89	35	F	A-PI	2186-2	152
85-89	36	F	A-PI	2186-2	7142
85-89	37	F	A-PI	2186-2	566
85-89	38	F	A-PI	2186-2	22
85-89	39	F	A-PI	2186-2	654
85-89	40	F	A-PI	2186-2	195
85-89	41	F	A-PI	2186-2	810
85-89	42	F	A-PI	2186-2	1128
85-89	44	F	A-PI	2186-2	100
85-89	45	F	A-PI	2186-2	216
85-89	46	F	A-PI	2186-2	21
85-89	47	F	A-PI	2186-2	257
85-89	48	F	A-PI	2186-2	3107
85-89	49	F	A-PI	2186-2	293
85-89	50	F	A-PI	2186-2	25
85-89	51	F	A-PI	2186-2	1593
85-89	53	F	A-PI	2186-2	3040
85-89	54	F	A-PI	2186-2	55
85-89	55	F	A-PI	2186-2	350
85-89	56	F	A-PI	2186-2	26
90-94	1	F	A-PI	2186-2	80
90-94	2	F	A-PI	2186-2	78
90-94	4	F	A-PI	2186-2	361
90-94	5	F	A-PI	2186-2	59
90-94	6	F	A-PI	2186-2	18548
90-94	8	F	A-PI	2186-2	344
90-94	9	F	A-PI	2186-2	174
90-94	10	F	A-PI	2186-2	42
90-94	11	F	A-PI	2186-2	44
90-94	12	F	A-PI	2186-2	1170
90-94	13	F	A-PI	2186-2	379
90-94	15	F	A-PI	2186-2	5618
90-94	16	F	A-PI	2186-2	60
90-94	17	F	A-PI	2186-2	1206
90-94	18	F	A-PI	2186-2	138
90-94	19	F	A-PI	2186-2	54
90-94	20	F	A-PI	2186-2	101
90-94	21	F	A-PI	2186-2	62
90-94	22	F	A-PI	2186-2	118
90-94	23	F	A-PI	2186-2	18
90-94	24	F	A-PI	2186-2	672
90-94	25	F	A-PI	2186-2	634
90-94	26	F	A-PI	2186-2	374
90-94	27	F	A-PI	2186-2	279
90-94	28	F	A-PI	2186-2	39
90-94	29	F	A-PI	2186-2	152
90-94	30	F	A-PI	2186-2	18
90-94	31	F	A-PI	2186-2	40
90-94	32	F	A-PI	2186-2	503
90-94	33	F	A-PI	2186-2	34
90-94	34	F	A-PI	2186-2	1212
90-94	35	F	A-PI	2186-2	72
90-94	36	F	A-PI	2186-2	3376
90-94	37	F	A-PI	2186-2	268
90-94	38	F	A-PI	2186-2	11
90-94	39	F	A-PI	2186-2	309
90-94	40	F	A-PI	2186-2	92
90-94	41	F	A-PI	2186-2	383
90-94	42	F	A-PI	2186-2	533
90-94	44	F	A-PI	2186-2	47
90-94	45	F	A-PI	2186-2	102
90-94	46	F	A-PI	2186-2	10
90-94	47	F	A-PI	2186-2	121
90-94	48	F	A-PI	2186-2	1469
90-94	49	F	A-PI	2186-2	138
90-94	50	F	A-PI	2186-2	12
90-94	51	F	A-PI	2186-2	753
90-94	53	F	A-PI	2186-2	1437
90-94	54	F	A-PI	2186-2	26
90-94	55	F	A-PI	2186-2	165
90-94	56	F	A-PI	2186-2	12
95-99	1	F	A-PI	2186-2	24
95-99	2	F	A-PI	2186-2	24
95-99	4	F	A-PI	2186-2	110
95-99	5	F	A-PI	2186-2	18
95-99	6	F	A-PI	2186-2	5636
95-99	8	F	A-PI	2186-2	105
95-99	9	F	A-PI	2186-2	53
95-99	10	F	A-PI	2186-2	13
95-99	11	F	A-PI	2186-2	13
95-99	12	F	A-PI	2186-2	356
95-99	13	F	A-PI	2186-2	115
95-99	15	F	A-PI	2186-2	1707
95-99	16	F	A-PI	2186-2	18
95-99	17	F	A-PI	2186-2	366
95-99	18	F	A-PI	2186-2	42
95-99	19	F	A-PI	2186-2	16
95-99	20	F	A-PI	2186-2	31
95-99	21	F	A-PI	2186-2	19
95-99	22	F	A-PI	2186-2	36
95-99	23	F	A-PI	2186-2	5
95-99	24	F	A-PI	2186-2	204
95-99	25	F	A-PI	2186-2	193
95-99	26	F	A-PI	2186-2	114
95-99	27	F	A-PI	2186-2	85
95-99	28	F	A-PI	2186-2	12
95-99	29	F	A-PI	2186-2	46
95-99	30	F	A-PI	2186-2	6
95-99	31	F	A-PI	2186-2	12
95-99	32	F	A-PI	2186-2	153
95-99	33	F	A-PI	2186-2	10
95-99	34	F	A-PI	2186-2	368
95-99	35	F	A-PI	2186-2	22
95-99	36	F	A-PI	2186-2	1026
95-99	37	F	A-PI	2186-2	81
95-99	38	F	A-PI	2186-2	3
95-99	39	F	A-PI	2186-2	94
95-99	40	F	A-PI	2186-2	28
95-99	41	F	A-PI	2186-2	116
95-99	42	F	A-PI	2186-2	162
95-99	44	F	A-PI	2186-2	14
95-99	45	F	A-PI	2186-2	31
95-99	46	F	A-PI	2186-2	3
95-99	47	F	A-PI	2186-2	37
95-99	48	F	A-PI	2186-2	446
95-99	49	F	A-PI	2186-2	42
95-99	50	F	A-PI	2186-2	4
95-99	51	F	A-PI	2186-2	229
95-99	53	F	A-PI	2186-2	437
95-99	54	F	A-PI	2186-2	8
95-99	55	F	A-PI	2186-2	50
95-99	56	F	A-PI	2186-2	4
100+	1	F	A-PI	2186-2	5
100+	2	F	A-PI	2186-2	5
100+	4	F	A-PI	2186-2	23
100+	5	F	A-PI	2186-2	4
100+	6	F	A-PI	2186-2	1169
100+	8	F	A-PI	2186-2	22
100+	9	F	A-PI	2186-2	11
100+	10	F	A-PI	2186-2	3
100+	11	F	A-PI	2186-2	3
100+	12	F	A-PI	2186-2	74
100+	13	F	A-PI	2186-2	24
100+	15	F	A-PI	2186-2	354
100+	16	F	A-PI	2186-2	4
100+	17	F	A-PI	2186-2	76
100+	18	F	A-PI	2186-2	9
100+	19	F	A-PI	2186-2	3
100+	20	F	A-PI	2186-2	6
100+	21	F	A-PI	2186-2	4
100+	22	F	A-PI	2186-2	7
100+	23	F	A-PI	2186-2	1
100+	24	F	A-PI	2186-2	42
100+	25	F	A-PI	2186-2	40
100+	26	F	A-PI	2186-2	24
100+	27	F	A-PI	2186-2	18
100+	28	F	A-PI	2186-2	2
100+	29	F	A-PI	2186-2	10
100+	30	F	A-PI	2186-2	1
100+	31	F	A-PI	2186-2	3
100+	32	F	A-PI	2186-2	32
100+	33	F	A-PI	2186-2	2
100+	34	F	A-PI	2186-2	76
100+	35	F	A-PI	2186-2	5
100+	36	F	A-PI	2186-2	213
100+	37	F	A-PI	2186-2	17
100+	38	F	A-PI	2186-2	1
100+	39	F	A-PI	2186-2	19
100+	40	F	A-PI	2186-2	6
100+	41	F	A-PI	2186-2	24
100+	42	F	A-PI	2186-2	34
100+	44	F	A-PI	2186-2	3
100+	45	F	A-PI	2186-2	6
100+	46	F	A-PI	2186-2	1
100+	47	F	A-PI	2186-2	8
100+	48	F	A-PI	2186-2	93
100+	49	F	A-PI	2186-2	9
100+	50	F	A-PI	2186-2	1
100+	51	F	A-PI	2186-2	47
100+	53	F	A-PI	2186-2	91
100+	54	F	A-PI	2186-2	2
100+	55	F	A-PI	2186-2	10
100+	56	F	A-PI	2186-2	1
85-89	1	F	A-PI	2135-2	5
85-89	2	F	A-PI	2135-2	1
85-89	4	F	A-PI	2135-2	34
85-89	5	F	A-PI	2135-2	3
85-89	6	F	A-PI	2135-2	730
85-89	8	F	A-PI	2135-2	18
85-89	9	F	A-PI	2135-2	13
85-89	10	F	A-PI	2135-2	2
85-89	11	F	A-PI	2135-2	1
85-89	12	F	A-PI	2135-2	92
85-89	13	F	A-PI	2135-2	7
85-89	15	F	A-PI	2135-2	59
85-89	16	F	A-PI	2135-2	2
85-89	17	F	A-PI	2135-2	29
85-89	18	F	A-PI	2135-2	5
85-89	19	F	A-PI	2135-2	3
85-89	20	F	A-PI	2135-2	1
85-89	21	F	A-PI	2135-2	6
85-89	22	F	A-PI	2135-2	5
85-89	23	F	A-PI	2135-2	1
85-89	24	F	A-PI	2135-2	16
85-89	25	F	A-PI	2135-2	27
85-89	26	F	A-PI	2135-2	8
85-89	27	F	A-PI	2135-2	4
85-89	28	F	A-PI	2135-2	1
85-89	29	F	A-PI	2135-2	3
85-89	30	F	A-PI	2135-2	1
85-89	31	F	A-PI	2135-2	1
85-89	32	F	A-PI	2135-2	25
85-89	33	F	A-PI	2135-2	1
85-89	34	F	A-PI	2135-2	43
85-89	35	F	A-PI	2135-2	36
85-89	36	F	A-PI	2135-2	208
85-89	37	F	A-PI	2135-2	7
85-89	38	F	A-PI	2135-2	0
85-89	39	F	A-PI	2135-2	9
85-89	40	F	A-PI	2135-2	1
85-89	41	F	A-PI	2135-2	14
85-89	42	F	A-PI	2135-2	10
85-89	44	F	A-PI	2135-2	4
85-89	45	F	A-PI	2135-2	2
85-89	46	F	A-PI	2135-2	0
85-89	47	F	A-PI	2135-2	8
85-89	48	F	A-PI	2135-2	111
85-89	49	F	A-PI	2135-2	10
85-89	50	F	A-PI	2135-2	0
85-89	51	F	A-PI	2135-2	16
85-89	53	F	A-PI	2135-2	23
85-89	54	F	A-PI	2135-2	1
85-89	55	F	A-PI	2135-2	7
85-89	56	F	A-PI	2135-2	0
90-94	1	F	A-PI	2135-2	2
90-94	2	F	A-PI	2135-2	1
90-94	4	F	A-PI	2135-2	15
90-94	5	F	A-PI	2135-2	1
90-94	6	F	A-PI	2135-2	328
90-94	8	F	A-PI	2135-2	8
90-94	9	F	A-PI	2135-2	6
90-94	10	F	A-PI	2135-2	1
90-94	11	F	A-PI	2135-2	1
90-94	12	F	A-PI	2135-2	41
90-94	13	F	A-PI	2135-2	3
90-94	15	F	A-PI	2135-2	27
90-94	16	F	A-PI	2135-2	1
90-94	17	F	A-PI	2135-2	13
90-94	18	F	A-PI	2135-2	2
90-94	19	F	A-PI	2135-2	1
90-94	20	F	A-PI	2135-2	1
90-94	21	F	A-PI	2135-2	3
90-94	22	F	A-PI	2135-2	2
90-94	23	F	A-PI	2135-2	1
90-94	24	F	A-PI	2135-2	7
90-94	25	F	A-PI	2135-2	12
90-94	26	F	A-PI	2135-2	3
90-94	27	F	A-PI	2135-2	2
90-94	28	F	A-PI	2135-2	0
90-94	29	F	A-PI	2135-2	1
90-94	30	F	A-PI	2135-2	0
90-94	31	F	A-PI	2135-2	0
90-94	32	F	A-PI	2135-2	11
90-94	33	F	A-PI	2135-2	0
90-94	34	F	A-PI	2135-2	19
90-94	35	F	A-PI	2135-2	16
90-94	36	F	A-PI	2135-2	94
90-94	37	F	A-PI	2135-2	3
90-94	38	F	A-PI	2135-2	0
90-94	39	F	A-PI	2135-2	4
90-94	40	F	A-PI	2135-2	0
90-94	41	F	A-PI	2135-2	6
90-94	42	F	A-PI	2135-2	5
90-94	44	F	A-PI	2135-2	2
90-94	45	F	A-PI	2135-2	1
90-94	46	F	A-PI	2135-2	0
90-94	47	F	A-PI	2135-2	3
90-94	48	F	A-PI	2135-2	50
90-94	49	F	A-PI	2135-2	4
90-94	50	F	A-PI	2135-2	0
90-94	51	F	A-PI	2135-2	7
90-94	53	F	A-PI	2135-2	10
90-94	54	F	A-PI	2135-2	0
90-94	55	F	A-PI	2135-2	3
90-94	56	F	A-PI	2135-2	0
95-99	1	F	A-PI	2135-2	1
95-99	2	F	A-PI	2135-2	0
95-99	4	F	A-PI	2135-2	4
95-99	5	F	A-PI	2135-2	0
95-99	6	F	A-PI	2135-2	86
95-99	8	F	A-PI	2135-2	2
95-99	9	F	A-PI	2135-2	2
95-99	10	F	A-PI	2135-2	0
95-99	11	F	A-PI	2135-2	0
95-99	12	F	A-PI	2135-2	11
95-99	13	F	A-PI	2135-2	1
95-99	15	F	A-PI	2135-2	7
95-99	16	F	A-PI	2135-2	0
95-99	17	F	A-PI	2135-2	3
95-99	18	F	A-PI	2135-2	1
95-99	19	F	A-PI	2135-2	0
95-99	20	F	A-PI	2135-2	0
95-99	21	F	A-PI	2135-2	1
95-99	22	F	A-PI	2135-2	1
95-99	23	F	A-PI	2135-2	0
95-99	24	F	A-PI	2135-2	2
95-99	25	F	A-PI	2135-2	3
95-99	26	F	A-PI	2135-2	1
95-99	27	F	A-PI	2135-2	1
95-99	28	F	A-PI	2135-2	0
95-99	29	F	A-PI	2135-2	0
95-99	30	F	A-PI	2135-2	0
95-99	31	F	A-PI	2135-2	0
95-99	32	F	A-PI	2135-2	3
95-99	33	F	A-PI	2135-2	0
95-99	34	F	A-PI	2135-2	5
95-99	35	F	A-PI	2135-2	4
95-99	36	F	A-PI	2135-2	25
95-99	37	F	A-PI	2135-2	1
95-99	38	F	A-PI	2135-2	0
95-99	39	F	A-PI	2135-2	1
95-99	40	F	A-PI	2135-2	0
95-99	41	F	A-PI	2135-2	2
95-99	42	F	A-PI	2135-2	1
95-99	44	F	A-PI	2135-2	0
95-99	45	F	A-PI	2135-2	0
95-99	46	F	A-PI	2135-2	0
95-99	47	F	A-PI	2135-2	1
95-99	48	F	A-PI	2135-2	13
95-99	49	F	A-PI	2135-2	1
95-99	50	F	A-PI	2135-2	0
95-99	51	F	A-PI	2135-2	2
95-99	53	F	A-PI	2135-2	3
95-99	54	F	A-PI	2135-2	0
95-99	55	F	A-PI	2135-2	1
95-99	56	F	A-PI	2135-2	0
100+	1	F	A-PI	2135-2	0
100+	2	F	A-PI	2135-2	0
100+	4	F	A-PI	2135-2	1
100+	5	F	A-PI	2135-2	0
100+	6	F	A-PI	2135-2	20
100+	8	F	A-PI	2135-2	0
100+	9	F	A-PI	2135-2	0
100+	10	F	A-PI	2135-2	0
100+	11	F	A-PI	2135-2	0
100+	12	F	A-PI	2135-2	3
100+	13	F	A-PI	2135-2	0
100+	15	F	A-PI	2135-2	2
100+	16	F	A-PI	2135-2	0
100+	17	F	A-PI	2135-2	1
100+	18	F	A-PI	2135-2	0
100+	19	F	A-PI	2135-2	0
100+	20	F	A-PI	2135-2	0
100+	21	F	A-PI	2135-2	0
100+	22	F	A-PI	2135-2	0
100+	23	F	A-PI	2135-2	0
100+	24	F	A-PI	2135-2	0
100+	25	F	A-PI	2135-2	1
100+	26	F	A-PI	2135-2	0
100+	27	F	A-PI	2135-2	0
100+	28	F	A-PI	2135-2	0
100+	29	F	A-PI	2135-2	0
100+	30	F	A-PI	2135-2	0
100+	31	F	A-PI	2135-2	0
100+	32	F	A-PI	2135-2	1
100+	33	F	A-PI	2135-2	0
100+	34	F	A-PI	2135-2	1
100+	35	F	A-PI	2135-2	1
100+	36	F	A-PI	2135-2	6
100+	37	F	A-PI	2135-2	0
100+	38	F	A-PI	2135-2	0
100+	39	F	A-PI	2135-2	0
100+	40	F	A-PI	2135-2	0
100+	41	F	A-PI	2135-2	0
100+	42	F	A-PI	2135-2	0
100+	44	F	A-PI	2135-2	0
100+	45	F	A-PI	2135-2	0
100+	46	F	A-PI	2135-2	0
100+	47	F	A-PI	2135-2	0
100+	48	F	A-PI	2135-2	3
100+	49	F	A-PI	2135-2	0
100+	50	F	A-PI	2135-2	0
100+	51	F	A-PI	2135-2	0
100+	53	F	A-PI	2135-2	1
100+	54	F	A-PI	2135-2	0
100+	55	F	A-PI	2135-2	0
100+	56	F	A-PI	2135-2	0
85-89	1	M	A-PI	2186-2	87
85-89	2	M	A-PI	2186-2	82
85-89	4	M	A-PI	2186-2	416
85-89	5	M	A-PI	2186-2	60
85-89	6	M	A-PI	2186-2	24156
85-89	8	M	A-PI	2186-2	358
85-89	9	M	A-PI	2186-2	225
85-89	10	M	A-PI	2186-2	62
85-89	11	M	A-PI	2186-2	48
85-89	12	M	A-PI	2186-2	1550
85-89	13	M	A-PI	2186-2	556
85-89	15	M	A-PI	2186-2	6740
85-89	16	M	A-PI	2186-2	64
85-89	17	M	A-PI	2186-2	1473
85-89	18	M	A-PI	2186-2	131
85-89	19	M	A-PI	2186-2	64
85-89	20	M	A-PI	2186-2	97
85-89	21	M	A-PI	2186-2	66
85-89	22	M	A-PI	2186-2	163
85-89	23	M	A-PI	2186-2	31
85-89	24	M	A-PI	2186-2	1037
85-89	25	M	A-PI	2186-2	944
85-89	26	M	A-PI	2186-2	503
85-89	27	M	A-PI	2186-2	344
85-89	28	M	A-PI	2186-2	47
85-89	29	M	A-PI	2186-2	185
85-89	30	M	A-PI	2186-2	18
85-89	31	M	A-PI	2186-2	66
85-89	32	M	A-PI	2186-2	626
85-89	33	M	A-PI	2186-2	45
85-89	34	M	A-PI	2186-2	1727
85-89	35	M	A-PI	2186-2	76
85-89	36	M	A-PI	2186-2	4555
85-89	37	M	A-PI	2186-2	329
85-89	38	M	A-PI	2186-2	11
85-89	39	M	A-PI	2186-2	400
85-89	40	M	A-PI	2186-2	120
85-89	41	M	A-PI	2186-2	461
85-89	42	M	A-PI	2186-2	759
85-89	44	M	A-PI	2186-2	70
85-89	45	M	A-PI	2186-2	105
85-89	46	M	A-PI	2186-2	12
85-89	47	M	A-PI	2186-2	149
85-89	48	M	A-PI	2186-2	2047
85-89	49	M	A-PI	2186-2	174
85-89	50	M	A-PI	2186-2	13
85-89	51	M	A-PI	2186-2	913
85-89	53	M	A-PI	2186-2	1538
85-89	54	M	A-PI	2186-2	27
85-89	55	M	A-PI	2186-2	172
85-89	56	M	A-PI	2186-2	17
90-94	1	M	A-PI	2186-2	38
90-94	2	M	A-PI	2186-2	36
90-94	4	M	A-PI	2186-2	182
90-94	5	M	A-PI	2186-2	26
90-94	6	M	A-PI	2186-2	10591
90-94	8	M	A-PI	2186-2	157
90-94	9	M	A-PI	2186-2	99
90-94	10	M	A-PI	2186-2	27
90-94	11	M	A-PI	2186-2	21
90-94	12	M	A-PI	2186-2	679
90-94	13	M	A-PI	2186-2	244
90-94	15	M	A-PI	2186-2	2955
90-94	16	M	A-PI	2186-2	28
90-94	17	M	A-PI	2186-2	646
90-94	18	M	A-PI	2186-2	57
90-94	19	M	A-PI	2186-2	28
90-94	20	M	A-PI	2186-2	42
