Five-Year Age Groups Code	Race Code	Hispanic Origin Code	State Code	Gender Code	Deaths	Population
60-64	2054-5	2186-2	44	M	21	1471
60-64	2106-3	2186-2	44	F	228	30412
60-64	2106-3	2186-2	44	M	342	27640
60-64	2106-3	2135-2	45	F	11	2540
60-64	2106-3	2135-2	45	M	12	2488
60-64	A-PI	2186-2	45	M	10	1637
60-64	2054-5	2186-2	45	F	535	43685
60-64	2054-5	2186-2	45	M	754	34461
60-64	2106-3	2186-2	45	F	996	117722
60-64	2106-3	2186-2	45	M	1530	104395
60-64	1002-5	2186-2	46	F	18	1402
60-64	1002-5	2186-2	46	M	30	1128
60-64	2106-3	2186-2	46	F	151	25258
60-64	2106-3	2186-2	46	M	250	25593
60-64	2106-3	2135-2	47	F	11	2784
60-64	2106-3	2135-2	47	M	29	3045
60-64	A-PI	2186-2	47	M	12	2111
60-64	2054-5	2186-2	47	F	396	32787
60-64	2054-5	2186-2	47	M	630	26075
60-64	2106-3	2186-2	47	F	1811	173874
60-64	2106-3	2186-2	47	M	2663	158417
60-64	2106-3	2135-2	48	F	1250	179587
60-64	2106-3	2135-2	48	M	2011	163804
60-64	1002-5	2186-2	48	F	20	3161
60-64	1002-5	2186-2	48	M	17	3069
60-64	A-PI	2186-2	48	F	87	31872
60-64	A-PI	2186-2	48	M	168	26486
60-64	2054-5	2186-2	48	F	1029	85511
60-64	2054-5	2186-2	48	M	1474	70894
60-64	2106-3	2186-2	48	F	3561	419803
60-64	2106-3	2186-2	48	M	5492	396260
60-64	2054-5	NS	48	M	11	Not Applicable
60-64	2106-3	NS	48	F	19	Not Applicable
60-64	2106-3	NS	48	M	37	Not Applicable
60-64	2106-3	2135-2	49	F	29	4496
60-64	2106-3	2135-2	49	M	41	4314
60-64	A-PI	2186-2	49	F	11	2052
60-64	A-PI	2186-2	49	M	20	1723
60-64	2054-5	2186-2	49	M	11	693
60-64	2106-3	2186-2	49	F	405	59814
60-64	2106-3	2186-2	49	M	609	57286
60-64	2106-3	2186-2	50	F	175	23002
60-64	2106-3	2186-2	50	M	263	22000
60-64	2106-3	2135-2	51	F	40	8771
60-64	2106-3	2135-2	51	M	35	7979
60-64	A-PI	2186-2	51	F	57	14493
60-64	A-PI	2186-2	51	M	49	11056
60-64	2054-5	2186-2	51	F	537	48652
60-64	2054-5	2186-2	51	M	785	40815
60-64	2106-3	2186-2	51	F	1316	182109
60-64	2106-3	2186-2	51	M	2095	170824
60-64	2054-5	NS	51	M	17	Not Applicable
60-64	2106-3	NS	51	M	22	Not Applicable
60-64	2106-3	2135-2	53	F	37	8811
60-64	2106-3	2135-2	53	M	65	9048
60-64	1002-5	2186-2	53	F	46	3239
60-64	1002-5	2186-2	53	M	54	2806
60-64	A-PI	2186-2	53	F	78	19046
60-64	A-PI	2186-2	53	M	100	13872
60-64	2054-5	2186-2	53	F	70	6054
60-64	2054-5	2186-2	53	M	98	7022
60-64	2106-3	2186-2	53	F	1355	190760
60-64	2106-3	2186-2	53	M	2094	179780
60-64	2106-3	NS	53	M	10	Not Applicable
60-64	2054-5	2186-2	54	F	34	1989
60-64	2054-5	2186-2	54	M	61	2121
60-64	2106-3	2186-2	54	F	726	64517
60-64	2106-3	2186-2	54	M	1068	61012
60-64	2106-3	2135-2	55	F	24	3838
60-64	2106-3	2135-2	55	M	30	3991
60-64	1002-5	2186-2	55	F	10	1403
60-64	1002-5	2186-2	55	M	27	1234
60-64	A-PI	2186-2	55	F	16	2436
60-64	A-PI	2186-2	55	M	21	2095
60-64	2054-5	2186-2	55	F	114	8248
60-64	2054-5	2186-2	55	M	172	6928
60-64	2106-3	2186-2	55	F	1102	171006
60-64	2106-3	2186-2	55	M	1801	169226
60-64	2106-3	2135-2	56	M	10	906
60-64	1002-5	2186-2	56	M	10	265
60-64	2106-3	2186-2	56	F	140	17442
60-64	2106-3	2186-2	56	M	209	18072
65-69	2106-3	2135-2	1	M	16	1269
65-69	2054-5	2186-2	1	F	526	29952
65-69	2054-5	2186-2	1	M	687	23639
65-69	2106-3	2186-2	1	F	1495	105408
65-69	2106-3	2186-2	1	M	2135	95121
65-69	1002-5	2186-2	2	F	36	1906
65-69	1002-5	2186-2	2	M	48	1675
65-69	A-PI	2186-2	2	M	12	852
65-69	2054-5	2186-2	2	M	10	363
65-69	2106-3	2186-2	2	F	116	10713
65-69	2106-3	2186-2	2	M	167	12712
65-69	1002-5	2135-2	4	M	10	882
65-69	2106-3	2135-2	4	F	238	25321
65-69	2106-3	2135-2	4	M	341	22223
65-69	1002-5	2186-2	4	F	86	5076
65-69	1002-5	2186-2	4	M	90	4173
65-69	A-PI	2186-2	4	F	25	5391
65-69	A-PI	2186-2	4	M	34	3364
65-69	2054-5	2186-2	4	F	64	5156
65-69	2054-5	2186-2	4	M	106	4888
65-69	2106-3	2186-2	4	F	1561	152110
65-69	2106-3	2186-2	4	M	2300	138186
65-69	2106-3	NS	4	F	11	Not Applicable
65-69	2106-3	NS	4	M	58	Not Applicable
65-69	2106-3	2135-2	5	M	13	1378
65-69	A-PI	2186-2	5	F	12	885
65-69	2054-5	2186-2	5	F	169	9467
65-69	2054-5	2186-2	5	M	262	7938
65-69	2106-3	2186-2	5	F	1022	70912
65-69	2106-3	2186-2	5	M	1543	64256
65-69	2106-3	NS	5	M	14	Not Applicable
65-69	1002-5	2135-2	6	M	15	5872
65-69	A-PI	2135-2	6	F	13	3624
65-69	2106-3	2135-2	6	F	1640	181204
65-69	2106-3	2135-2	6	M	2196	154972
65-69	1002-5	2186-2	6	F	90	5566
65-69	1002-5	2186-2	6	M	83	4879
65-69	A-PI	2186-2	6	F	844	154215
65-69	A-PI	2186-2	6	M	1154	123968
65-69	2054-5	2186-2	6	F	850	53936
65-69	2054-5	2186-2	6	M	1200	44370
65-69	2106-3	2186-2	6	F	5510	518965
65-69	2106-3	2186-2	6	M	7920	484895
65-69	2106-3	NS	6	F	13	Not Applicable
65-69	2106-3	NS	6	M	36	Not Applicable
65-69	2106-3	2135-2	8	F	177	13199
65-69	2106-3	2135-2	8	M	236	12122
65-69	A-PI	2186-2	8	F	17	3555
65-69	A-PI	2186-2	8	M	26	2523
65-69	2054-5	2186-2	8	F	54	3592
65-69	2054-5	2186-2	8	M	70	3677
65-69	2106-3	2186-2	8	F	1051	112532
65-69	2106-3	2186-2	8	M	1506	106634
65-69	2106-3	2135-2	9	F	48	5806
65-69	2106-3	2135-2	9	M	77	4733
65-69	A-PI	2186-2	9	M	14	2244
65-69	2054-5	2186-2	9	F	87	7688
65-69	2054-5	2186-2	9	M	118	5644
65-69	2106-3	2186-2	9	F	786	79872
65-69	2106-3	2186-2	9	M	1047	72054
65-69	2106-3	2135-2	10	M	10	586
65-69	2054-5	2186-2	10	F	68	4817
65-69	2054-5	2186-2	10	M	77	3768
65-69	2106-3	2186-2	10	F	229	22894
65-69	2106-3	2186-2	10	M	316	20570
65-69	2106-3	2135-2	11	F	11	615
65-69	2054-5	2186-2	11	F	152	8774
65-69	2054-5	2186-2	11	M	215	6274
65-69	2106-3	2186-2	11	F	31	4756
65-69	2106-3	2186-2	11	M	45	4359
65-69	2054-5	2135-2	12	F	19	4133
65-69	2054-5	2135-2	12	M	39	3542
65-69	2106-3	2135-2	12	F	681	93660
65-69	2106-3	2135-2	12	M	949	73525
65-69	1002-5	2186-2	12	M	27	1749
65-69	A-PI	2186-2	12	F	86	16239
65-69	A-PI	2186-2	12	M	103	11744
65-69	2054-5	2186-2	12	F	913	65613
65-69	2054-5	2186-2	12	M	1131	52087
65-69	2106-3	2186-2	12	F	4756	466206
65-69	2106-3	2186-2	12	M	7456	422282
65-69	2054-5	NS	12	M	14	Not Applicable
65-69	2106-3	NS	12	F	22	Not Applicable
65-69	2106-3	NS	12	M	99	Not Applicable
65-69	2106-3	2135-2	13	F	42	5728
65-69	2106-3	2135-2	13	M	59	5479
65-69	A-PI	2186-2	13	F	43	7302
65-69	A-PI	2186-2	13	M	50	6006
65-69	2054-5	2186-2	13	F	1018	66378
65-69	2054-5	2186-2	13	M	1382	49604
65-69	2106-3	2186-2	13	F	2271	173843
65-69	2106-3	2186-2	13	M	3059	157322
65-69	A-PI	2135-2	15	F	10	711
65-69	A-PI	2135-2	15	M	17	571
65-69	2106-3	2135-2	15	F	14	745
65-69	2106-3	2135-2	15	M	12	724
65-69	A-PI	2186-2	15	F	192	25884
65-69	A-PI	2186-2	15	M	312	22347
65-69	2054-5	2186-2	15	M	10	489
65-69	2106-3	2186-2	15	F	114	12133
65-69	2106-3	2186-2	15	M	191	13692
65-69	2106-3	2135-2	16	M	12	1655
65-69	2106-3	2186-2	16	F	421	39826
65-69	2106-3	2186-2	16	M	602	39113
65-69	2106-3	2135-2	17	F	168	21769
65-69	2106-3	2135-2	17	M	285	20655
65-69	A-PI	2186-2	17	F	75	16152
65-69	A-PI	2186-2	17	M	114	14059
65-69	2054-5	2186-2	17	F	713	43160
65-69	2054-5	2186-2	17	M	918	30953
65-69	2106-3	2186-2	17	F	2796	238897
65-69	2106-3	2186-2	17	M	3821	219589
65-69	2054-5	NS	17	M	12	Not Applicable
65-69	2106-3	NS	17	M	24	Not Applicable
65-69	2106-3	2135-2	18	F	25	3308
65-69	2106-3	2135-2	18	M	42	3352
65-69	A-PI	2186-2	18	F	10	2064
65-69	A-PI	2186-2	18	M	10	1697
65-69	2054-5	2186-2	18	F	226	11814
65-69	2054-5	2186-2	18	M	285	9203
65-69	2106-3	2186-2	18	F	2130	153373
65-69	2106-3	2186-2	18	M	2799	139322
65-69	2106-3	2135-2	19	M	13	1215
65-69	2054-5	2186-2	19	F	20	1173
65-69	2054-5	2186-2	19	M	32	1128
65-69	2106-3	2186-2	19	F	886	77531
65-69	2106-3	2186-2	19	M	1274	73724
65-69	2106-3	2135-2	20	F	29	2657
65-69	2106-3	2135-2	20	M	32	2527
65-69	1002-5	2186-2	20	F	13	541
65-69	1002-5	2186-2	20	M	20	503
65-69	2054-5	2186-2	20	F	55	3124
65-69	2054-5	2186-2	20	M	70	2692
65-69	2106-3	2186-2	20	F	766	63139
65-69	2106-3	2186-2	20	M	1133	60049
65-69	2054-5	2186-2	21	F	135	7214
65-69	2054-5	2186-2	21	M	179	6082
65-69	2106-3	2186-2	21	F	1748	113074
65-69	2106-3	2186-2	21	M	2482	103006
65-69	2106-3	2135-2	22	F	17	2487
65-69	2106-3	2135-2	22	M	23	2324
65-69	1002-5	2186-2	22	M	10	655
65-69	A-PI	2186-2	22	F	12	1778
65-69	A-PI	2186-2	22	M	21	1506
65-69	2054-5	2186-2	22	F	574	32802
65-69	2054-5	2186-2	22	M	801	26293
65-69	2106-3	2186-2	22	F	1099	82049
65-69	2106-3	2186-2	22	M	1592	75642
65-69	2106-3	2186-2	23	F	484	43177
65-69	2106-3	2186-2	23	M	692	41293
65-69	2106-3	2135-2	24	F	24	4644
65-69	2106-3	2135-2	24	M	18	3927
65-69	A-PI	2186-2	24	F	33	9132
65-69	A-PI	2186-2	24	M	60	7532
65-69	2054-5	2186-2	24	F	612	44265
65-69	2054-5	2186-2	24	M	747	31846
65-69	2106-3	2186-2	24	F	1089	98272
65-69	2106-3	2186-2	24	M	1475	90835
65-69	2106-3	2135-2	25	F	64	7289
65-69	2106-3	2135-2	25	M	62	5524
65-69	A-PI	2186-2	25	F	37	7193
65-69	A-PI	2186-2	25	M	27	6158
65-69	2054-5	2186-2	25	F	98	9087
65-69	2054-5	2186-2	25	M	126	7420
65-69	2106-3	2186-2	25	F	1517	158689
65-69	2106-3	2186-2	25	M	2134	141505
65-69	2106-3	NS	25	F	56	Not Applicable
65-69	2106-3	NS	25	M	72	Not Applicable
65-69	2106-3	2135-2	26	F	45	4523
65-69	2106-3	2135-2	26	M	69	4509
65-69	1002-5	2186-2	26	F	34	1640
65-69	1002-5	2186-2	26	M	22	1420
65-69	A-PI	2186-2	26	F	22	5661
65-69	A-PI	2186-2	26	M	39	4449
65-69	2054-5	2186-2	26	F	624	33998
65-69	2054-5	2186-2	26	M	765	25664
65-69	2106-3	2186-2	26	F	2696	231051
65-69	2106-3	2186-2	26	M	3952	216476
65-69	2106-3	NS	26	F	15	Not Applicable
65-69	2106-3	NS	26	M	25	Not Applicable
65-69	2106-3	2135-2	27	F	14	1600
65-69	2106-3	2135-2	27	M	24	1622
65-69	1002-5	2186-2	27	F	34	1172
65-69	1002-5	2186-2	27	M	38	889
65-69	A-PI	2186-2	27	F	28	3245
65-69	A-PI	2186-2	27	M	29	2608
65-69	2054-5	2186-2	27	F	60	3512
65-69	2054-5	2186-2	27	M	77	3051
65-69	2106-3	2186-2	27	F	1243	126669
65-69	2106-3	2186-2	27	M	1703	120132
65-69	2054-5	2186-2	28	F	425	23337
65-69	2054-5	2186-2	28	M	576	19118
65-69	2106-3	2186-2	28	F	884	54395
65-69	2106-3	2186-2	28	M	1190	50199
65-69	2106-3	2135-2	29	F	14	2196
65-69	2106-3	2135-2	29	M	15	1988
65-69	A-PI	2186-2	29	F	12	2305
65-69	A-PI	2186-2	29	M	14	1660
65-69	2054-5	2186-2	29	F	257	15250
65-69	2054-5	2186-2	29	M	342	11230
65-69	2106-3	2186-2	29	F	1789	144484
65-69	2106-3	2186-2	29	M	2647	131653
65-69	1002-5	2186-2	30	F	29	1106
65-69	1002-5	2186-2	30	M	38	991
65-69	2106-3	2186-2	30	F	300	28605
65-69	2106-3	2186-2	30	M	447	29583
65-69	2106-3	NS	30	M	10	Not Applicable
65-69	2106-3	2135-2	31	F	10	1329
65-69	2106-3	2135-2	31	M	25	1381
65-69	2054-5	2186-2	31	F	23	1347
65-69	2054-5	2186-2	31	M	25	1150
65-69	2106-3	2186-2	31	F	462	42418
65-69	2106-3	2186-2	31	M	721	40229
65-69	2106-3	2135-2	32	F	61	8164
65-69	2106-3	2135-2	32	M	101	7262
65-69	1002-5	2186-2	32	M	18	630
65-69	A-PI	2186-2	32	F	60	8895
65-69	A-PI	2186-2	32	M	70	6226
65-69	2054-5	2186-2	32	F	104	5388
65-69	2054-5	2186-2	32	M	108	4358
65-69	2106-3	2186-2	32	F	769	55063
65-69	2106-3	2186-2	32	M	1128	55703
65-69	2106-3	2186-2	33	F	407	38289
65-69	2106-3	2186-2	33	M	571	36450
65-69	2106-3	2135-2	34	F	175	22511
65-69	2106-3	2135-2	34	M	240	18228
65-69	A-PI	2186-2	34	F	76	18260
65-69	A-PI	2186-2	34	M	104	15979
65-69	2054-5	2186-2	34	F	383	27630
65-69	2054-5	2186-2	34	M	533	19386
65-69	2106-3	2186-2	34	F	1699	163424
65-69	2106-3	2186-2	34	M	2336	146982
65-69	2106-3	2135-2	35	F	189	18782
65-69	2106-3	2135-2	35	M	293	16799
65-69	1002-5	2186-2	35	F	35	3606
65-69	1002-5	2186-2	35	M	62	2810
65-69	A-PI	2186-2	35	F	10	924
65-69	2054-5	2186-2	35	F	11	764
65-69	2054-5	2186-2	35	M	20	945
65-69	2106-3	2186-2	35	F	390	34704
65-69	2106-3	2186-2	35	M	517	32763
65-69	2054-5	2135-2	36	F	18	11477
65-69	2054-5	2135-2	36	M	21	8437
65-69	2106-3	2135-2	36	F	456	49048
65-69	2106-3	2135-2	36	M	675	37180
65-69	1002-5	2186-2	36	F	13	1629
65-69	1002-5	2186-2	36	M	12	1345
65-69	A-PI	2186-2	36	F	165	38023
65-69	A-PI	2186-2	36	M	309	34145
65-69	2054-5	2186-2	36	F	948	71231
65-69	2054-5	2186-2	36	M	1075	50054
65-69	2106-3	2186-2	36	F	3621	348366
65-69	2106-3	2186-2	36	M	4859	316302
65-69	2054-5	NS	36	F	29	Not Applicable
65-69	2054-5	NS	36	M	63	Not Applicable
65-69	2106-3	NS	36	F	43	Not Applicable
65-69	2106-3	NS	36	M	108	Not Applicable
65-69	2106-3	2135-2	37	F	36	5029
65-69	2106-3	2135-2	37	M	43	4659
65-69	1002-5	2186-2	37	F	40	3003
65-69	1002-5	2186-2	37	M	59	2668
65-69	A-PI	2186-2	37	F	23	4736
65-69	A-PI	2186-2	37	M	30	3564
65-69	2054-5	2186-2	37	F	860	53161
65-69	2054-5	2186-2	37	M	1085	41046
65-69	2106-3	2186-2	37	F	2594	214625
65-69	2106-3	2186-2	37	M	3537	192857
65-69	2106-3	NS	37	M	13	Not Applicable
65-69	1002-5	2186-2	38	F	11	534
65-69	1002-5	2186-2	38	M	14	418
65-69	2106-3	2186-2	38	F	158	15479
65-69	2106-3	2186-2	38	M	256	15999
65-69	2106-3	2135-2	39	F	34	3750
65-69	2106-3	2135-2	39	M	36	3498
65-69	A-PI	2186-2	39	F	39	4685
65-69	A-PI	2186-2	39	M	37	3573
65-69	2054-5	2186-2	39	F	582	32455
65-69	2054-5	2186-2	39	M	770	24959
65-69	2106-3	2186-2	39	F	3705	282954
65-69	2106-3	2186-2	39	M	5055	258159
65-69	2106-3	2135-2	40	F	28	2565
65-69	2106-3	2135-2	40	M	28	2470
65-69	1002-5	2186-2	40	F	136	7131
65-69	1002-5	2186-2	40	M	164	6073
65-69	2054-5	2186-2	40	F	89	5739
65-69	2054-5	2186-2	40	M	137	4882
65-69	2106-3	2186-2	40	F	1280	82713
65-69	2106-3	2186-2	40	M	1772	75560
65-69	2106-3	2135-2	41	F	29	3812
65-69	2106-3	2135-2	41	M	52	3724
65-69	1002-5	2186-2	41	F	16	1321
65-69	1002-5	2186-2	41	M	25	1198
65-69	A-PI	2186-2	41	F	30	4051
65-69	A-PI	2186-2	41	M	26	3015
65-69	2054-5	2186-2	41	F	26	1315
65-69	2054-5	2186-2	41	M	28	1416
65-69	2106-3	2186-2	41	F	1258	110352
65-69	2106-3	2186-2	41	M	1791	102542
65-69	2106-3	NS	41	M	11	Not Applicable
65-69	2106-3	2135-2	42	F	73	7916
65-69	2106-3	2135-2	42	M	118	6907
65-69	A-PI	2186-2	42	F	36	8035
65-69	A-PI	2186-2	42	M	52	6857
65-69	2054-5	2186-2	42	F	536	31012
65-69	2054-5	2186-2	42	M	709	23042
65-69	2106-3	2186-2	42	F	3661	317542
65-69	2106-3	2186-2	42	M	5244	291839
65-69	2106-3	NS	42	F	28	Not Applicable
65-69	2106-3	NS	42	M	44	Not Applicable
65-69	2106-3	2135-2	44	F	10	1242
65-69	2106-3	2135-2	44	M	12	1059
65-69	2054-5	2186-2	44	F	18	961
65-69	2054-5	2186-2	44	M	23	910
65-69	2106-3	2186-2	44	F	295	25498
65-69	2106-3	2186-2	44	M	361	23157
65-69	2106-3	2135-2	45	M	14	1809
65-69	A-PI	2186-2	45	F	15	1849
65-69	A-PI	2186-2	45	M	16	1253
65-69	2054-5	2186-2	45	F	566	34389
65-69	2054-5	2186-2	45	M	739	26954
65-69	2106-3	2186-2	45	F	1310	112148
65-69	2106-3	2186-2	45	M	1930	102654
65-69	1002-5	2186-2	46	F	26	1040
65-69	1002-5	2186-2	46	M	31	760
65-69	2106-3	2186-2	46	F	188	19926
65-69	2106-3	2186-2	46	M	312	20651
65-69	2106-3	2135-2	47	F	12	2152
65-69	2106-3	2135-2	47	M	24	2045
65-69	A-PI	2186-2	47	F	15	2174
65-69	A-PI	2186-2	47	M	20	1617
65-69	2054-5	2186-2	47	F	397	23586
65-69	2054-5	2186-2	47	M	578	18703
65-69	2106-3	2186-2	47	F	2247	157720
65-69	2106-3	2186-2	47	M	3241	144062
65-69	2106-3	2135-2	48	F	1423	138008
65-69	2106-3	2135-2	48	M	2145	120142
65-69	1002-5	2186-2	48	F	19	2522
65-69	A-PI	2186-2	48	F	141	25324
65-69	A-PI	2186-2	48	M	191	20949
65-69	2054-5	2186-2	48	F	1087	61963
65-69	2054-5	2186-2	48	M	1383	49474
65-69	2106-3	2186-2	48	F	4580	363583
65-69	2106-3	2186-2	48	M	6543	337909
65-69	2106-3	NS	48	F	19	Not Applicable
65-69	2106-3	NS	48	M	47	Not Applicable
65-69	2106-3	2135-2	49	F	27	3223
65-69	2106-3	2135-2	49	M	29	2892
65-69	1002-5	2186-2	49	M	11	411
65-69	A-PI	2186-2	49	F	10	1589
65-69	A-PI	2186-2	49	M	13	1249
65-69	2106-3	2186-2	49	F	507	48892
65-69	2106-3	2186-2	49	M	630	46187
65-69	2106-3	2186-2	50	F	200	19046
65-69	2106-3	2186-2	50	M	309	18516
65-69	2106-3	2135-2	51	F	35	5974
65-69	2106-3	2135-2	51	M	49	5066
65-69	A-PI	2186-2	51	F	47	11563
65-69	A-PI	2186-2	51	M	56	8941
65-69	2054-5	2186-2	51	F	573	36918
65-69	2054-5	2186-2	51	M	712	29647
65-69	2106-3	2186-2	51	F	1790	163079
65-69	2106-3	2186-2	51	M	2557	150029
65-69	2054-5	NS	51	M	21	Not Applicable
65-69	2106-3	NS	51	F	11	Not Applicable
65-69	2106-3	NS	51	M	22	Not Applicable
65-69	2106-3	2135-2	53	F	52	6229
65-69	2106-3	2135-2	53	M	73	6041
65-69	1002-5	2186-2	53	F	38	2314
65-69	1002-5	2186-2	53	M	45	2079
65-69	A-PI	2186-2	53	F	103	15050
65-69	A-PI	2186-2	53	M	111	10908
65-69	2054-5	2186-2	53	F	48	4434
65-69	2054-5	2186-2	53	M	106	4546
65-69	2106-3	2186-2	53	F	1674	162938
65-69	2106-3	2186-2	53	M	2467	153081
65-69	2054-5	2186-2	54	F	23	1462
65-69	2054-5	2186-2	54	M	51	1511
65-69	2106-3	2186-2	54	F	905	57265
65-69	2106-3	2186-2	54	M	1262	54397
65-69	2106-3	2135-2	55	F	25	2529
65-69	2106-3	2135-2	55	M	38	2741
65-69	1002-5	2186-2	55	F	19	1041
65-69	1002-5	2186-2	55	M	17	889
65-69	A-PI	2186-2	55	F	19	1922
65-69	A-PI	2186-2	55	M	25	1433
65-69	2054-5	2186-2	55	F	110	5866
65-69	2054-5	2186-2	55	M	142	4775
65-69	2106-3	2186-2	55	F	1489	140508
65-69	2106-3	2186-2	55	M	2178	135825
65-69	2106-3	2135-2	56	M	12	680
65-69	2106-3	2186-2	56	F	155	13776
65-69	2106-3	2186-2	56	M	269	14489
70-74	2054-5	2186-2	1	F	482	19260
70-74	2054-5	2186-2	1	M	655	14171
70-74	2106-3	2186-2	1	F	1869	81646
70-74	2106-3	2186-2	1	M	2413	69772
70-74	1002-5	2186-2	2	F	33	1228
70-74	1002-5	2186-2	2	M	52	1108
70-74	A-PI	2186-2	2	F	12	656
70-74	2054-5	2186-2	2	M	11	200
70-74	2106-3	2186-2	2	F	125	6596
70-74	2106-3	2186-2	2	M	174	7562
70-74	2106-3	2135-2	4	F	270	17463
70-74	2106-3	2135-2	4	M	344	14300
70-74	1002-5	2186-2	4	F	82	3696
70-74	1002-5	2186-2	4	M	89	2633
70-74	A-PI	2186-2	4	F	39	3540
70-74	A-PI	2186-2	4	M	42	2526
70-74	2054-5	2186-2	4	F	84	3457
70-74	2054-5	2186-2	4	M	97	3015
70-74	2106-3	2186-2	4	F	1919	121948
70-74	2106-3	2186-2	4	M	2527	109908
70-74	2106-3	NS	4	F	14	Not Applicable
70-74	2106-3	NS	4	M	44	Not Applicable
70-74	2106-3	2135-2	5	M	13	755
70-74	2054-5	2186-2	5	F	162	5965
70-74	2054-5	2186-2	5	M	204	4593
70-74	2106-3	2186-2	5	F	1261	56362
70-74	2106-3	2186-2	5	M	1787	48941
70-74	1002-5	2135-2	6	F	19	3988
70-74	1002-5	2135-2	6	M	17	3347
70-74	A-PI	2135-2	6	F	16	2337
70-74	A-PI	2135-2	6	M	16	1759
70-74	2106-3	2135-2	6	F	1707	127302
70-74	2106-3	2135-2	6	M	2136	98269
70-74	1002-5	2186-2	6	F	78	3658
70-74	1002-5	2186-2	6	M	105	3168
70-74	A-PI	2186-2	6	F	993	104145
70-74	A-PI	2186-2	6	M	1271	82685
70-74	2054-5	2186-2	6	F	940	38031
70-74	2054-5	2186-2	6	M	1030	28808
70-74	2106-3	2186-2	6	F	6424	383312
70-74	2106-3	2186-2	6	M	8362	341360
70-74	2106-3	NS	6	F	13	Not Applicable
70-74	2106-3	NS	6	M	37	Not Applicable
70-74	2106-3	2135-2	8	F	156	8910
70-74	2106-3	2135-2	8	M	214	7574
70-74	1002-5	2186-2	8	F	12	482
70-74	A-PI	2186-2	8	F	22	2357
70-74	A-PI	2186-2	8	M	14	1681
70-74	2054-5	2186-2	8	F	55	2572
70-74	2054-5	2186-2	8	M	72	2245
70-74	2106-3	2186-2	8	F	1191	75930
70-74	2106-3	2186-2	8	M	1429	68833
70-74	2106-3	2135-2	9	F	68	3924
70-74	2106-3	2135-2	9	M	79	2943
70-74	A-PI	2186-2	9	F	16	1815
70-74	A-PI	2186-2	9	M	18	1594
70-74	2054-5	2186-2	9	F	86	5601
70-74	2054-5	2186-2	9	M	119	3834
70-74	2106-3	2186-2	9	F	963	59555
70-74	2106-3	2186-2	9	M	1132	51810
70-74	2054-5	2186-2	10	F	79	3200
70-74	2054-5	2186-2	10	M	70	2447
70-74	2106-3	2186-2	10	F	297	17401
70-74	2106-3	2186-2	10	M	420	15210
70-74	2054-5	2186-2	11	F	149	5944
70-74	2054-5	2186-2	11	M	174	3901
70-74	2106-3	2186-2	11	F	36	3355
70-74	2106-3	2186-2	11	M	45	3126
70-74	2054-5	2135-2	12	F	21	2812
70-74	2054-5	2135-2	12	M	33	2429
70-74	2106-3	2135-2	12	F	843	73459
70-74	2106-3	2135-2	12	M	1118	55544
70-74	1002-5	2186-2	12	F	16	1162
70-74	1002-5	2186-2	12	M	19	1206
70-74	A-PI	2186-2	12	F	110	10775
70-74	A-PI	2186-2	12	M	103	8411
70-74	2054-5	2186-2	12	F	929	45456
70-74	2054-5	2186-2	12	M	1072	35081
70-74	2106-3	2186-2	12	F	5902	383667
70-74	2106-3	2186-2	12	M	8406	345387
70-74	2106-3	NS	12	F	14	Not Applicable
70-74	2106-3	NS	12	M	51	Not Applicable
70-74	2106-3	2135-2	13	F	31	3698
70-74	2106-3	2135-2	13	M	36	3285
70-74	A-PI	2186-2	13	F	51	5023
70-74	A-PI	2186-2	13	M	59	4178
70-74	2054-5	2186-2	13	F	1036	42309
70-74	2054-5	2186-2	13	M	1162	29930
70-74	2106-3	2186-2	13	F	2596	127733
70-74	2106-3	2186-2	13	M	3514	112030
70-74	A-PI	2135-2	15	F	10	477
70-74	A-PI	2135-2	15	M	10	353
70-74	2106-3	2135-2	15	M	19	420
70-74	A-PI	2186-2	15	F	257	19741
70-74	A-PI	2186-2	15	M	334	16274
70-74	2106-3	2186-2	15	F	136	7945
70-74	2106-3	2186-2	15	M	200	8975
70-74	2106-3	2135-2	16	F	10	1076
70-74	2106-3	2135-2	16	M	22	1047
70-74	2106-3	2186-2	16	F	520	29687
70-74	2106-3	2186-2	16	M	703	28022
70-74	2106-3	2135-2	17	F	203	14374
70-74	2106-3	2135-2	17	M	207	12317
70-74	A-PI	2186-2	17	F	92	11078
70-74	A-PI	2186-2	17	M	150	9701
70-74	2054-5	2186-2	17	F	790	30528
70-74	2054-5	2186-2	17	M	802	20986
70-74	2106-3	2186-2	17	F	3347	177028
70-74	2106-3	2186-2	17	M	4208	151252
70-74	2054-5	NS	17	M	13	Not Applicable
70-74	2106-3	NS	17	M	21	Not Applicable
70-74	2106-3	2135-2	18	F	21	2233
70-74	2106-3	2135-2	18	M	39	1925
70-74	A-PI	2186-2	18	F	10	1252
70-74	2054-5	2186-2	18	F	229	8452
70-74	2054-5	2186-2	18	M	238	6014
70-74	2106-3	2186-2	18	F	2514	112404
70-74	2106-3	2186-2	18	M	3074	97054
70-74	2054-5	2186-2	19	F	27	738
70-74	2054-5	2186-2	19	M	22	661
70-74	2106-3	2186-2	19	F	1140	57495
70-74	2106-3	2186-2	19	M	1384	50836
70-74	2106-3	2135-2	20	F	21	1720
70-74	2106-3	2135-2	20	M	37	1454
70-74	1002-5	2186-2	20	M	15	300
