Five-Year Age Groups Code	Race Code	Hispanic Origin Code	State Code	Gender Code	Deaths	Population
35-39	2054-5	2186-2	37	F	121	76026
35-39	2054-5	2186-2	37	M	209	63050
35-39	2106-3	2186-2	37	F	234	192342
35-39	2106-3	2186-2	37	M	363	186586
35-39	2106-3	2186-2	38	F	16	18098
35-39	2106-3	2186-2	38	M	46	20532
35-39	2106-3	2135-2	39	F	11	12111
35-39	2106-3	2135-2	39	M	20	13815
35-39	2054-5	2186-2	39	F	89	47560
35-39	2054-5	2186-2	39	M	163	42833
35-39	2106-3	2186-2	39	F	406	272989
35-39	2106-3	2186-2	39	M	691	273284
35-39	2106-3	2135-2	40	M	19	13161
35-39	1002-5	2186-2	40	F	28	11640
35-39	1002-5	2186-2	40	M	41	11661
35-39	2054-5	2186-2	40	F	24	10137
35-39	2054-5	2186-2	40	M	51	10219
35-39	2106-3	2186-2	40	F	133	81589
35-39	2106-3	2186-2	40	M	228	82343
35-39	2106-3	2135-2	41	F	14	16593
35-39	2106-3	2135-2	41	M	13	18500
35-39	A-PI	2186-2	41	M	11	7589
35-39	2054-5	2186-2	41	M	13	3608
35-39	2106-3	2186-2	41	F	117	100723
35-39	2106-3	2186-2	41	M	206	101465
35-39	2106-3	2135-2	42	F	12	24539
35-39	2106-3	2135-2	42	M	45	26820
35-39	A-PI	2186-2	42	M	10	17662
35-39	2054-5	2186-2	42	F	82	45442
35-39	2054-5	2186-2	42	M	129	42033
35-39	2106-3	2186-2	42	F	335	273814
35-39	2106-3	2186-2	42	M	632	276042
35-39	2106-3	2135-2	44	M	11	4422
35-39	2106-3	2186-2	44	F	19	21589
35-39	2106-3	2186-2	44	M	46	20957
35-39	2106-3	2135-2	45	M	11	11135
35-39	2054-5	2186-2	45	F	83	44790
35-39	2054-5	2186-2	45	M	152	38185
35-39	2106-3	2186-2	45	F	134	91564
35-39	2106-3	2186-2	45	M	221	89993
35-39	1002-5	2186-2	46	M	26	2107
35-39	2106-3	2186-2	46	F	13	20577
35-39	2106-3	2186-2	46	M	34	21483
35-39	2106-3	2135-2	47	M	21	14249
35-39	2054-5	2186-2	47	F	72	39224
35-39	2054-5	2186-2	47	M	117	33929
35-39	2106-3	2186-2	47	F	242	150527
35-39	2106-3	2186-2	47	M	388	147891
35-39	2106-3	2135-2	48	F	295	360979
35-39	2106-3	2135-2	48	M	579	373143
35-39	A-PI	2186-2	48	F	24	60385
35-39	A-PI	2186-2	48	M	38	55870
35-39	2054-5	2186-2	48	F	227	121468
35-39	2054-5	2186-2	48	M	326	111477
35-39	2106-3	2186-2	48	F	459	365589
35-39	2106-3	2186-2	48	M	722	371049
35-39	2106-3	2135-2	49	F	11	13368
35-39	2106-3	2135-2	49	M	18	14933
35-39	2106-3	2186-2	49	F	119	86208
35-39	2106-3	2186-2	49	M	152	88738
35-39	2106-3	2186-2	50	F	15	16383
35-39	2106-3	2186-2	50	M	27	15939
35-39	2106-3	2135-2	51	F	12	27197
35-39	2106-3	2135-2	51	M	30	31977
35-39	A-PI	2186-2	51	M	14	22986
35-39	2054-5	2186-2	51	F	65	54600
35-39	2054-5	2186-2	51	M	120	50648
35-39	2106-3	2186-2	51	F	145	159276
35-39	2106-3	2186-2	51	M	295	161503
35-39	2106-3	2135-2	53	F	12	27403
35-39	2106-3	2135-2	53	M	35	31163
35-39	1002-5	2186-2	53	M	16	3473
35-39	A-PI	2186-2	53	F	16	29976
35-39	A-PI	2186-2	53	M	21	26485
35-39	2054-5	2186-2	53	F	10	10300
35-39	2054-5	2186-2	53	M	30	13064
35-39	2106-3	2186-2	53	F	145	158413
35-39	2106-3	2186-2	53	M	263	163617
35-39	2106-3	2186-2	54	F	99	51943
35-39	2106-3	2186-2	54	M	188	51702
35-39	2106-3	2135-2	55	M	21	14434
35-39	2054-5	2186-2	55	F	20	12696
35-39	2054-5	2186-2	55	M	48	11926
35-39	2106-3	2186-2	55	F	117	137503
35-39	2106-3	2186-2	55	M	245	142177
35-39	2106-3	2186-2	56	F	23	15040
35-39	2106-3	2186-2	56	M	45	16172
40-44	2106-3	2135-2	1	M	18	6586
40-44	2054-5	2186-2	1	F	137	44349
40-44	2054-5	2186-2	1	M	188	36347
40-44	2106-3	2186-2	1	F	264	101892
40-44	2106-3	2186-2	1	M	367	100588
40-44	1002-5	2186-2	2	F	16	2889
40-44	1002-5	2186-2	2	M	14	3067
40-44	2106-3	2186-2	2	F	19	13571
40-44	2106-3	2186-2	2	M	37	15151
40-44	2106-3	2135-2	4	F	66	64750
40-44	2106-3	2135-2	4	M	153	62697
40-44	1002-5	2186-2	4	F	28	8748
40-44	1002-5	2186-2	4	M	80	8070
40-44	A-PI	2186-2	4	M	12	9959
40-44	2054-5	2186-2	4	F	27	9681
40-44	2054-5	2186-2	4	M	40	10777
40-44	2106-3	2186-2	4	F	205	108747
40-44	2106-3	2186-2	4	M	322	113007
40-44	2106-3	2135-2	5	M	11	7142
40-44	2054-5	2186-2	5	F	37	14924
40-44	2054-5	2186-2	5	M	66	12715
40-44	2106-3	2186-2	5	F	173	67186
40-44	2106-3	2186-2	5	M	258	67012
40-44	1002-5	2135-2	6	M	11	19944
40-44	2106-3	2135-2	6	F	480	481849
40-44	2106-3	2135-2	6	M	884	486209
40-44	1002-5	2186-2	6	F	10	6295
40-44	1002-5	2186-2	6	M	22	6094
40-44	A-PI	2186-2	6	F	180	246975
40-44	A-PI	2186-2	6	M	247	211541
40-44	2054-5	2186-2	6	F	189	74362
40-44	2054-5	2186-2	6	M	274	74219
40-44	2106-3	2186-2	6	F	599	436290
40-44	2106-3	2186-2	6	M	1058	462289
40-44	2106-3	2135-2	8	F	55	34639
40-44	2106-3	2135-2	8	M	77	36922
40-44	2054-5	2186-2	8	F	23	7019
40-44	2054-5	2186-2	8	M	19	8997
40-44	2106-3	2186-2	8	F	164	119370
40-44	2106-3	2186-2	8	M	271	127039
40-44	2106-3	2135-2	9	F	16	16372
40-44	2106-3	2135-2	9	M	42	16349
40-44	2054-5	2186-2	9	F	20	13097
40-44	2054-5	2186-2	9	M	23	11464
40-44	2106-3	2186-2	9	F	85	72309
40-44	2106-3	2186-2	9	M	148	69487
40-44	2054-5	2186-2	10	F	15	7047
40-44	2054-5	2186-2	10	M	15	6107
40-44	2106-3	2186-2	10	F	36	16891
40-44	2106-3	2186-2	10	M	45	16199
40-44	2054-5	2186-2	11	F	29	9898
40-44	2054-5	2186-2	11	M	24	8049
40-44	2106-3	2135-2	12	F	130	176774
40-44	2106-3	2135-2	12	M	269	175344
40-44	A-PI	2186-2	12	F	17	27361
40-44	A-PI	2186-2	12	M	32	22992
40-44	2054-5	2186-2	12	F	263	108650
40-44	2054-5	2186-2	12	M	345	95655
40-44	2106-3	2186-2	12	F	595	303979
40-44	2106-3	2186-2	12	M	934	307611
40-44	2106-3	NS	12	M	13	Not Applicable
40-44	2106-3	2135-2	13	F	22	28794
40-44	2106-3	2135-2	13	M	40	33922
40-44	A-PI	2186-2	13	F	13	20145
40-44	A-PI	2186-2	13	M	20	18241
40-44	2054-5	2186-2	13	F	274	121556
40-44	2054-5	2186-2	13	M	364	98442
40-44	2106-3	2186-2	13	F	324	182938
40-44	2106-3	2186-2	13	M	471	180757
40-44	A-PI	2186-2	15	F	38	27763
40-44	A-PI	2186-2	15	M	57	25404
40-44	2106-3	2186-2	15	F	10	8745
40-44	2106-3	2186-2	15	M	16	11964
40-44	2106-3	2135-2	16	M	12	5870
40-44	2106-3	2186-2	16	F	64	40179
40-44	2106-3	2186-2	16	M	105	41009
40-44	2106-3	2135-2	17	F	51	72338
40-44	2106-3	2135-2	17	M	118	78648
40-44	A-PI	2186-2	17	F	10	30660
40-44	A-PI	2186-2	17	M	22	27983
40-44	2054-5	2186-2	17	F	162	64278
40-44	2054-5	2186-2	17	M	233	53927
40-44	2106-3	2186-2	17	F	329	241207
40-44	2106-3	2186-2	17	M	534	244281
40-44	2106-3	2135-2	18	F	10	13001
40-44	2106-3	2135-2	18	M	24	15082
40-44	2054-5	2186-2	18	F	56	21009
40-44	2054-5	2186-2	18	M	87	18990
40-44	2106-3	2186-2	18	F	324	164461
40-44	2106-3	2186-2	18	M	510	164558
40-44	2106-3	2135-2	19	M	12	5398
40-44	2054-5	2186-2	19	M	12	3625
40-44	2106-3	2186-2	19	F	124	76416
40-44	2106-3	2186-2	19	M	185	77465
40-44	2106-3	2135-2	20	M	13	10132
40-44	2054-5	2186-2	20	F	17	4892
40-44	2054-5	2186-2	20	M	11	5508
40-44	2106-3	2186-2	20	F	117	63180
40-44	2106-3	2186-2	20	M	168	63260
40-44	2054-5	2186-2	21	F	22	11336
40-44	2054-5	2186-2	21	M	31	11193
40-44	2106-3	2186-2	21	F	311	121023
40-44	2106-3	2186-2	21	M	496	120264
40-44	2106-3	2135-2	22	M	10	7775
40-44	2054-5	2186-2	22	F	138	44854
40-44	2054-5	2186-2	22	M	199	39087
40-44	2106-3	2186-2	22	F	166	83111
40-44	2106-3	2186-2	22	M	284	82725
40-44	2106-3	2186-2	23	F	63	38409
40-44	2106-3	2186-2	23	M	96	36846
40-44	2106-3	2135-2	24	M	16	19552
40-44	A-PI	2186-2	24	M	15	15875
40-44	2054-5	2186-2	24	F	126	65136
40-44	2054-5	2186-2	24	M	190	54866
40-44	2106-3	2186-2	24	F	128	93629
40-44	2106-3	2186-2	24	M	229	90217
40-44	2106-3	2135-2	25	F	24	20571
40-44	2106-3	2135-2	25	M	38	19561
40-44	A-PI	2186-2	25	M	12	18062
40-44	2054-5	2186-2	25	F	27	16769
40-44	2054-5	2186-2	25	M	32	15423
40-44	2106-3	2186-2	25	F	172	153260
40-44	2106-3	2186-2	25	M	366	147241
40-44	2106-3	NS	25	F	10	Not Applicable
40-44	2106-3	NS	25	M	16	Not Applicable
40-44	2106-3	2135-2	26	F	17	13640
40-44	2106-3	2135-2	26	M	36	14021
40-44	A-PI	2186-2	26	M	13	12338
40-44	2054-5	2186-2	26	F	133	49970
40-44	2054-5	2186-2	26	M	221	42941
40-44	2106-3	2186-2	26	F	357	221683
40-44	2106-3	2186-2	26	M	607	224038
40-44	2106-3	2135-2	27	M	14	9112
40-44	1002-5	2186-2	27	M	16	1766
40-44	A-PI	2186-2	27	F	10	10241
40-44	A-PI	2186-2	27	M	11	10001
40-44	2054-5	2186-2	27	F	17	10545
40-44	2054-5	2186-2	27	M	31	11110
40-44	2106-3	2186-2	27	F	170	128944
40-44	2106-3	2186-2	27	M	235	131676
40-44	2054-5	2186-2	28	F	110	37474
40-44	2054-5	2186-2	28	M	164	30449
40-44	2106-3	2186-2	28	F	135	52447
40-44	2106-3	2186-2	28	M	199	52234
40-44	2106-3	2135-2	29	M	10	7491
40-44	2054-5	2186-2	29	F	59	23704
40-44	2054-5	2186-2	29	M	96	20183
40-44	2106-3	2186-2	29	F	290	144246
40-44	2106-3	2186-2	29	M	399	144018
40-44	1002-5	2186-2	30	M	22	1760
40-44	2106-3	2186-2	30	F	39	24429
40-44	2106-3	2186-2	30	M	58	25506
40-44	2106-3	2186-2	31	F	59	43305
40-44	2106-3	2186-2	31	M	95	44205
40-44	2106-3	2135-2	32	F	24	26521
40-44	2106-3	2135-2	32	M	50	27160
40-44	A-PI	2186-2	32	F	12	11682
40-44	A-PI	2186-2	32	M	15	9296
40-44	2054-5	2186-2	32	F	21	8678
40-44	2054-5	2186-2	32	M	33	8733
40-44	2106-3	2186-2	32	F	95	44566
40-44	2106-3	2186-2	32	M	168	48918
40-44	2106-3	2186-2	33	F	54	37351
40-44	2106-3	2186-2	33	M	117	36375
40-44	2106-3	2135-2	34	F	46	54746
40-44	2106-3	2135-2	34	M	117	57261
40-44	A-PI	2186-2	34	F	19	39591
40-44	A-PI	2186-2	34	M	27	37735
40-44	2054-5	2186-2	34	F	105	43269
40-44	2054-5	2186-2	34	M	138	38015
40-44	2106-3	2186-2	34	F	176	151591
40-44	2106-3	2186-2	34	M	324	148317
40-44	2106-3	2135-2	35	F	51	28320
40-44	2106-3	2135-2	35	M	121	27794
40-44	1002-5	2186-2	35	F	20	5790
40-44	1002-5	2186-2	35	M	56	5259
40-44	2106-3	2186-2	35	F	58	20922
40-44	2106-3	2186-2	35	M	74	21089
40-44	2106-3	2135-2	36	F	113	98531
40-44	2106-3	2135-2	36	M	206	102514
40-44	A-PI	2186-2	36	F	50	70572
40-44	A-PI	2186-2	36	M	48	61395
40-44	2054-5	2186-2	36	F	192	101875
40-44	2054-5	2186-2	36	M	248	85227
40-44	2106-3	2186-2	36	F	371	326137
40-44	2106-3	2186-2	36	M	646	326062
40-44	2106-3	NS	36	M	13	Not Applicable
40-44	2106-3	2135-2	37	M	34	31713
40-44	1002-5	2186-2	37	F	20	4325
40-44	1002-5	2186-2	37	M	21	3891
40-44	2054-5	2186-2	37	F	166	78861
40-44	2054-5	2186-2	37	M	239	64215
40-44	2106-3	2186-2	37	F	392	211485
40-44	2106-3	2186-2	37	M	595	206562
40-44	2106-3	2186-2	38	F	23	16426
40-44	2106-3	2186-2	38	M	51	18007
40-44	2106-3	2135-2	39	F	13	10636
40-44	2106-3	2135-2	39	M	21	11879
40-44	2054-5	2186-2	39	F	133	47282
40-44	2054-5	2186-2	39	M	185	42569
40-44	2106-3	2186-2	39	F	572	284332
40-44	2106-3	2186-2	39	M	851	282445
40-44	2106-3	2135-2	40	F	13	9897
40-44	2106-3	2135-2	40	M	29	11175
40-44	1002-5	2186-2	40	F	33	11168
40-44	1002-5	2186-2	40	M	57	10649
40-44	2054-5	2186-2	40	F	33	9182
40-44	2054-5	2186-2	40	M	48	9202
40-44	2106-3	2186-2	40	F	211	80604
40-44	2106-3	2186-2	40	M	280	80408
40-44	2106-3	2135-2	41	M	27	16960
40-44	2054-5	2186-2	41	M	12	3138
40-44	2106-3	2186-2	41	F	145	95142
40-44	2106-3	2186-2	41	M	234	98304
40-44	2106-3	2135-2	42	F	28	21728
40-44	2106-3	2135-2	42	M	70	22931
40-44	2054-5	2186-2	42	F	100	44087
40-44	2054-5	2186-2	42	M	143	40924
40-44	2106-3	2186-2	42	F	493	291244
40-44	2106-3	2186-2	42	M	730	291059
40-44	2106-3	2135-2	44	M	10	3799
40-44	2106-3	2186-2	44	F	26	23256
40-44	2106-3	2186-2	44	M	53	22466
40-44	2106-3	2135-2	45	M	17	9533
40-44	2054-5	2186-2	45	F	136	43956
40-44	2054-5	2186-2	45	M	158	35983
40-44	2106-3	2186-2	45	F	200	97890
40-44	2106-3	2186-2	45	M	326	96221
40-44	1002-5	2186-2	46	F	19	1970
40-44	1002-5	2186-2	46	M	26	1895
40-44	2106-3	2186-2	46	F	25	19007
40-44	2106-3	2186-2	46	M	40	19790
40-44	2106-3	2135-2	47	F	10	9403
40-44	2106-3	2135-2	47	M	15	11483
40-44	2054-5	2186-2	47	F	107	38282
40-44	2054-5	2186-2	47	M	137	33069
40-44	2106-3	2186-2	47	F	429	160256
40-44	2106-3	2186-2	47	M	556	157453
40-44	2106-3	2135-2	48	F	409	350625
40-44	2106-3	2135-2	48	M	714	347304
40-44	A-PI	2186-2	48	F	31	59997
40-44	A-PI	2186-2	48	M	34	55651
40-44	2054-5	2186-2	48	F	316	118391
40-44	2054-5	2186-2	48	M	376	107471
40-44	2106-3	2186-2	48	F	605	372326
40-44	2106-3	2186-2	48	M	967	377894
40-44	2106-3	2135-2	49	F	22	12060
40-44	2106-3	2135-2	49	M	27	13032
40-44	1002-5	2186-2	49	M	10	930
40-44	2106-3	2186-2	49	F	107	69708
40-44	2106-3	2186-2	49	M	174	72079
40-44	2106-3	2186-2	50	F	31	17116
40-44	2106-3	2186-2	50	M	37	16739
40-44	2106-3	2135-2	51	F	17	23724
40-44	2106-3	2135-2	51	M	32	26165
40-44	A-PI	2186-2	51	F	17	27289
40-44	A-PI	2186-2	51	M	15	24060
40-44	2054-5	2186-2	51	F	101	53251
40-44	2054-5	2186-2	51	M	161	48350
40-44	2106-3	2186-2	51	F	277	165299
40-44	2106-3	2186-2	51	M	390	165285
40-44	2106-3	2135-2	53	F	19	24834
40-44	2106-3	2135-2	53	M	53	27062
40-44	1002-5	2186-2	53	F	12	3440
40-44	1002-5	2186-2	53	M	21	3335
40-44	A-PI	2186-2	53	F	18	29378
40-44	A-PI	2186-2	53	M	23	24685
40-44	2054-5	2186-2	53	F	16	8910
40-44	2054-5	2186-2	53	M	27	11538
40-44	2106-3	2186-2	53	F	218	154126
40-44	2106-3	2186-2	53	M	340	158844
40-44	2054-5	2186-2	54	M	13	2329
40-44	2106-3	2186-2	54	F	163	53973
40-44	2106-3	2186-2	54	M	231	54306
40-44	2106-3	2135-2	55	F	11	10865
40-44	2106-3	2135-2	55	M	14	12311
40-44	2054-5	2186-2	55	F	24	11890
40-44	2054-5	2186-2	55	M	44	11326
40-44	2106-3	2186-2	55	F	179	136914
40-44	2106-3	2186-2	55	M	312	139922
40-44	2106-3	2186-2	56	F	31	13689
40-44	2106-3	2186-2	56	M	43	14867
45-49	2106-3	2135-2	1	M	10	5127
45-49	2054-5	2186-2	1	F	197	42992
45-49	2054-5	2186-2	1	M	246	34915
45-49	2106-3	2186-2	1	F	405	107101
45-49	2106-3	2186-2	1	M	598	106334
45-49	1002-5	2186-2	2	F	25	3074
45-49	1002-5	2186-2	2	M	34	3191
45-49	2106-3	2186-2	2	F	31	14243
45-49	2106-3	2186-2	2	M	61	15787
45-49	2106-3	2135-2	4	F	110	56965
45-49	2106-3	2135-2	4	M	166	56062
45-49	1002-5	2186-2	4	F	60	8512
45-49	1002-5	2186-2	4	M	99	7779
45-49	2054-5	2186-2	4	F	25	9013
45-49	2054-5	2186-2	4	M	46	9961
45-49	2106-3	2186-2	4	F	299	117881
45-49	2106-3	2186-2	4	M	524	120374
45-49	2106-3	NS	4	M	11	Not Applicable
45-49	2106-3	2135-2	5	M	12	5933
45-49	2054-5	2186-2	5	F	78	14491
45-49	2054-5	2186-2	5	M	86	12173
45-49	2106-3	2186-2	5	F	265	68772
45-49	2106-3	2186-2	5	M	376	68967
45-49	1002-5	2135-2	6	M	12	18573
45-49	A-PI	2135-2	6	M	10	9785
45-49	2106-3	2135-2	6	F	665	439970
45-49	2106-3	2135-2	6	M	1261	457821
45-49	1002-5	2186-2	6	F	33	7033
45-49	1002-5	2186-2	6	M	46	6769
45-49	A-PI	2186-2	6	F	241	228659
45-49	A-PI	2186-2	6	M	357	197560
45-49	2054-5	2186-2	6	F	286	81645
45-49	2054-5	2186-2	6	M	401	81293
45-49	2106-3	2186-2	6	F	1103	505211
45-49	2106-3	2186-2	6	M	1847	522968
45-49	2106-3	NS	6	M	13	Not Applicable
45-49	2106-3	2135-2	8	F	57	29756
45-49	2106-3	2135-2	8	M	111	31043
45-49	2054-5	2186-2	8	F	15	6790
45-49	2054-5	2186-2	8	M	31	8255
45-49	2106-3	2186-2	8	F	248	124240
45-49	2106-3	2186-2	8	M	375	126938
45-49	2106-3	2135-2	9	F	30	15717
45-49	2106-3	2135-2	9	M	45	14987
45-49	2054-5	2186-2	9	F	40	14295
45-49	2054-5	2186-2	9	M	52	12323
45-49	2106-3	2186-2	9	F	183	92440
45-49	2106-3	2186-2	9	M	279	88761
45-49	2054-5	2186-2	10	F	26	8005
45-49	2054-5	2186-2	10	M	25	6544
45-49	2106-3	2186-2	10	F	46	19865
45-49	2106-3	2186-2	10	M	75	18861
45-49	2054-5	2186-2	11	F	39	10552
45-49	2054-5	2186-2	11	M	68	8758
45-49	2106-3	2186-2	11	M	10	7490
45-49	2054-5	2135-2	12	M	10	8250
45-49	2106-3	2135-2	12	F	210	167910
45-49	2106-3	2135-2	12	M	375	163993
45-49	A-PI	2186-2	12	F	22	25407
45-49	A-PI	2186-2	12	M	36	20813
45-49	2054-5	2186-2	12	F	351	104850
45-49	2054-5	2186-2	12	M	430	94576
45-49	2106-3	2186-2	12	F	1047	352526
45-49	2106-3	2186-2	12	M	1545	353134
45-49	2106-3	NS	12	M	29	Not Applicable
45-49	2106-3	2135-2	13	F	25	22689
45-49	2106-3	2135-2	13	M	39	27716
45-49	A-PI	2186-2	13	F	11	16433
45-49	A-PI	2186-2	13	M	21	15728
45-49	2054-5	2186-2	13	F	379	116987
45-49	2054-5	2186-2	13	M	487	97631
45-49	2106-3	2186-2	13	F	545	195195
45-49	2106-3	2186-2	13	M	770	195399
45-49	A-PI	2186-2	15	F	64	29494
45-49	A-PI	2186-2	15	M	77	26557
45-49	2106-3	2186-2	15	F	18	9440
45-49	2106-3	2186-2	15	M	47	11741
45-49	2106-3	2186-2	16	F	92	40645
45-49	2106-3	2186-2	16	M	139	40809
45-49	2106-3	2135-2	17	F	83	60486
45-49	2106-3	2135-2	17	M	148	66439
45-49	A-PI	2186-2	17	F	21	25955
45-49	A-PI	2186-2	17	M	28	23505
45-49	2054-5	2186-2	17	F	258	63308
45-49	2054-5	2186-2	17	M	330	53757
45-49	2106-3	2186-2	17	F	576	270525
45-49	2106-3	2186-2	17	M	914	269687
45-49	2106-3	NS	17	M	11	Not Applicable
45-49	2106-3	2135-2	18	F	17	10019
45-49	2106-3	2135-2	18	M	31	11681
45-49	A-PI	2186-2	18	M	11	4285
45-49	2054-5	2186-2	18	F	73	19579
45-49	2054-5	2186-2	18	M	123	17957
45-49	2106-3	2186-2	18	F	488	173455
45-49	2106-3	2186-2	18	M	743	173578
45-49	2054-5	2186-2	19	F	11	2446
45-49	2054-5	2186-2	19	M	16	3274
45-49	2106-3	2186-2	19	F	187	82724
45-49	2106-3	2186-2	19	M	253	83737
45-49	2106-3	2135-2	20	F	13	7773
45-49	2106-3	2135-2	20	M	34	8960
45-49	1002-5	2186-2	20	M	11	828
45-49	2054-5	2186-2	20	F	21	4634
45-49	2054-5	2186-2	20	M	22	5173
45-49	2106-3	2186-2	20	F	175	66811
45-49	2106-3	2186-2	20	M	247	66256
45-49	2106-3	2135-2	21	M	10	4320
45-49	2054-5	2186-2	21	F	46	11058
45-49	2054-5	2186-2	21	M	77	10745
45-49	2106-3	2186-2	21	F	508	127579
45-49	2106-3	2186-2	21	M	734	124934
45-49	2106-3	2135-2	22	M	20	6548
45-49	2054-5	2186-2	22	F	190	46849
45-49	2054-5	2186-2	22	M	312	39853
45-49	2106-3	2186-2	22	F	286	89059
45-49	2106-3	2186-2	22	M	432	88072
45-49	2106-3	2186-2	23	F	108	43944
45-49	2106-3	2186-2	23	M	169	42351
45-49	2106-3	2135-2	24	F	16	13745
45-49	2106-3	2135-2	24	M	25	15921
45-49	A-PI	2186-2	24	F	13	16372
45-49	A-PI	2186-2	24	M	17	14001
45-49	2054-5	2186-2	24	F	211	70943
45-49	2054-5	2186-2	24	M	305	59723
45-49	2106-3	2186-2	24	F	247	111379
45-49	2106-3	2186-2	24	M	375	107005
45-49	2106-3	2135-2	25	F	30	18592
45-49	2106-3	2135-2	25	M	64	17331
45-49	A-PI	2186-2	25	F	11	16110
45-49	A-PI	2186-2	25	M	16	15046
45-49	2054-5	2186-2	25	F	32	17346
45-49	2054-5	2186-2	25	M	59	15675
45-49	2106-3	2186-2	25	F	352	183176
45-49	2106-3	2186-2	25	M	589	175496
45-49	2106-3	NS	25	F	14	Not Applicable
45-49	2106-3	NS	25	M	19	Not Applicable
45-49	2106-3	2135-2	26	F	23	11123
45-49	2106-3	2135-2	26	M	48	12252
45-49	1002-5	2186-2	26	M	11	2334
45-49	A-PI	2186-2	26	M	10	10922
45-49	2054-5	2186-2	26	F	218	48287
45-49	2054-5	2186-2	26	M	310	42011
45-49	2106-3	2186-2	26	F	646	254090
45-49	2106-3	2186-2	26	M	925	254423
45-49	2106-3	2135-2	27	M	30	7160
45-49	1002-5	2186-2	27	F	15	1981
45-49	1002-5	2186-2	27	M	25	1886
45-49	A-PI	2186-2	27	F	10	8019
45-49	A-PI	2186-2	27	M	11	7792
45-49	2054-5	2186-2	27	F	23	9195
45-49	2054-5	2186-2	27	M	39	10289
45-49	2106-3	2186-2	27	F	240	146997
45-49	2106-3	2186-2	27	M	392	147701
45-49	2054-5	2186-2	28	F	171	36617
45-49	2054-5	2186-2	28	M	219	29467
45-49	2106-3	2186-2	28	F	177	54264
45-49	2106-3	2186-2	28	M	312	54632
45-49	2106-3	2135-2	29	M	18	5884
45-49	A-PI	2186-2	29	M	11	4130
45-49	2054-5	2186-2	29	F	92	23229
45-49	2054-5	2186-2	29	M	104	20286
45-49	2106-3	2186-2	29	F	427	153998
45-49	2106-3	2186-2	29	M	643	153005
45-49	1002-5	2186-2	30	F	15	1736
45-49	1002-5	2186-2	30	M	19	1686
45-49	2106-3	2186-2	30	F	68	25755
45-49	2106-3	2186-2	30	M	97	26339
45-49	2054-5	2186-2	31	F	16	2392
45-49	2054-5	2186-2	31	M	13	2740
45-49	2106-3	2186-2	31	F	110	44737
45-49	2106-3	2186-2	31	M	147	45130
45-49	2106-3	2135-2	32	F	40	22984
45-49	2106-3	2135-2	32	M	61	24990
45-49	A-PI	2186-2	32	F	24	11361
45-49	A-PI	2186-2	32	M	29	8571
45-49	2054-5	2186-2	32	F	29	8124
45-49	2054-5	2186-2	32	M	61	8693
45-49	2106-3	2186-2	32	F	132	48905
45-49	2106-3	2186-2	32	M	243	53799
45-49	2106-3	2186-2	33	F	94	44669
45-49	2106-3	2186-2	33	M	148	43807
45-49	2106-3	2135-2	34	F	76	52100
45-49	2106-3	2135-2	34	M	143	52171
45-49	A-PI	2186-2	34	F	22	34004
45-49	A-PI	2186-2	34	M	29	31516
45-49	2054-5	2186-2	34	F	150	46669
45-49	2054-5	2186-2	34	M	209	40043
45-49	2106-3	2186-2	34	F	349	186024
45-49	2106-3	2186-2	34	M	563	180419
45-49	2106-3	2135-2	35	F	74	27337
45-49	2106-3	2135-2	35	M	163	26633
45-49	1002-5	2186-2	35	F	33	5626
45-49	1002-5	2186-2	35	M	68	5151
45-49	2106-3	2186-2	35	F	69	23717
45-49	2106-3	2186-2	35	M	130	23330
45-49	2106-3	2135-2	36	F	153	95147
45-49	2106-3	2135-2	36	M	302	95355
45-49	A-PI	2186-2	36	F	58	65583
45-49	A-PI	2186-2	36	M	86	57312
45-49	2054-5	2186-2	36	F	348	111307
45-49	2054-5	2186-2	36	M	397	93770
45-49	2106-3	2186-2	36	F	721	379120
45-49	2106-3	2186-2	36	M	1122	378229
45-49	2054-5	NS	36	M	21	Not Applicable
45-49	2106-3	NS	36	F	19	Not Applicable
45-49	2106-3	NS	36	M	33	Not Applicable
45-49	2106-3	2135-2	37	F	18	20212
45-49	2106-3	2135-2	37	M	50	23989
45-49	1002-5	2186-2	37	F	16	4139
45-49	1002-5	2186-2	37	M	19	3593
45-49	A-PI	2186-2	37	M	22	9561
45-49	2054-5	2186-2	37	F	291	79208
45-49	2054-5	2186-2	37	M	359	65836
45-49	2106-3	2186-2	37	F	620	226179
45-49	2106-3	2186-2	37	M	875	223007
45-49	2106-3	2186-2	38	F	38	17316
45-49	2106-3	2186-2	38	M	60	18437
45-49	2106-3	2135-2	39	F	22	8782
45-49	2106-3	2135-2	39	M	24	9539
45-49	2054-5	2186-2	39	F	190	46011
45-49	2054-5	2186-2	39	M	227	42389
45-49	2106-3	2186-2	39	F	855	311025
45-49	2106-3	2186-2	39	M	1326	309302
45-49	2106-3	2135-2	40	M	23	9424
45-49	1002-5	2186-2	40	F	57	10260
45-49	1002-5	2186-2	40	M	84	9842
45-49	2054-5	2186-2	40	F	43	8669
45-49	2054-5	2186-2	40	M	60	8640
45-49	2106-3	2186-2	40	F	295	82575
45-49	2106-3	2186-2	40	M	458	82082
45-49	2106-3	2135-2	41	F	20	12283
45-49	2106-3	2135-2	41	M	28	14018
45-49	1002-5	2186-2	41	M	11	1712
45-49	A-PI	2186-2	41	F	13	8231
45-49	A-PI	2186-2	41	M	12	6651
45-49	2054-5	2186-2	41	M	15	3129
