Age Code	State Code	Race Code	Ethnicity Code	Gender	Population
0	1	1002-5	2135-2	F	114
0	1	1002-5	2186-2	F	147
0	1	A-PI	2135-2	F	95
0	1	A-PI	2186-2	F	448
0	1	2054-5	2135-2	F	206
0	1	2054-5	2186-2	F	9350
0	1	2106-3	2135-2	F	2034
0	1	2106-3	2186-2	F	16500
0	2	1002-5	2135-2	F	117
0	2	1002-5	2186-2	F	1119
0	2	A-PI	2135-2	F	29
0	2	A-PI	2186-2	F	380
0	2	2054-5	2135-2	F	50
0	2	2054-5	2186-2	F	304
0	2	2106-3	2135-2	F	365
0	2	2106-3	2186-2	F	3053
0	4	1002-5	2135-2	F	1148
0	4	1002-5	2186-2	F	2232
0	4	A-PI	2135-2	F	315
0	4	A-PI	2186-2	F	1364
0	4	2054-5	2135-2	F	658
0	4	2054-5	2186-2	F	2622
0	4	2106-3	2135-2	F	17121
0	4	2106-3	2186-2	F	17262
0	5	1002-5	2135-2	F	79
0	5	1002-5	2186-2	F	176
0	5	A-PI	2135-2	F	29
0	5	A-PI	2186-2	F	379
0	5	2054-5	2135-2	F	89
0	5	2054-5	2186-2	F	3835
0	5	2106-3	2135-2	F	2020
0	5	2106-3	2186-2	F	11870
0	6	1002-5	2135-2	F	4979
0	6	1002-5	2186-2	F	1250
0	6	A-PI	2135-2	F	3603
0	6	A-PI	2186-2	F	30943
0	6	2054-5	2135-2	F	3856
0	6	2054-5	2186-2	F	15309
0	6	2106-3	2135-2	F	114405
0	6	2106-3	2186-2	F	70010
0	8	1002-5	2135-2	F	595
0	8	1002-5	2186-2	F	295
0	8	A-PI	2135-2	F	180
0	8	A-PI	2186-2	F	1204
0	8	2054-5	2135-2	F	435
0	8	2054-5	2186-2	F	1873
0	8	2106-3	2135-2	F	8904
0	8	2106-3	2186-2	F	19249
0	9	1002-5	2135-2	F	121
0	9	1002-5	2186-2	F	70
0	9	A-PI	2135-2	F	68
0	9	A-PI	2186-2	F	1024
0	9	2054-5	2135-2	F	639
0	9	2054-5	2186-2	F	2408
0	9	2106-3	2135-2	F	3859
0	9	2106-3	2186-2	F	9536
0	10	1002-5	2135-2	F	45
0	10	1002-5	2186-2	F	21
0	10	A-PI	2135-2	F	20
0	10	A-PI	2186-2	F	240
0	10	2054-5	2135-2	F	121
0	10	2054-5	2186-2	F	1413
0	10	2106-3	2135-2	F	672
0	10	2106-3	2186-2	F	2750
0	11	1002-5	2135-2	F	24
0	11	1002-5	2186-2	F	10
0	11	A-PI	2135-2	F	44
0	11	A-PI	2186-2	F	219
0	11	2054-5	2135-2	F	131
0	11	2054-5	2186-2	F	1981
0	11	2106-3	2135-2	F	570
0	11	2106-3	2186-2	F	1556
0	12	1002-5	2135-2	F	456
0	12	1002-5	2186-2	F	269
0	12	A-PI	2135-2	F	460
0	12	A-PI	2186-2	F	3260
0	12	2054-5	2135-2	F	2619
0	12	2054-5	2186-2	F	23740
0	12	2106-3	2135-2	F	30896
0	12	2106-3	2186-2	F	47472
0	13	1002-5	2135-2	F	298
0	13	1002-5	2186-2	F	145
0	13	A-PI	2135-2	F	271
0	13	A-PI	2186-2	F	2546
0	13	2054-5	2135-2	F	1268
0	13	2054-5	2186-2	F	23193
0	13	2106-3	2135-2	F	8120
0	13	2106-3	2186-2	F	28659
0	15	1002-5	2135-2	F	26
0	15	1002-5	2186-2	F	26
0	15	A-PI	2135-2	F	914
0	15	A-PI	2186-2	F	4540
0	15	2054-5	2135-2	F	72
0	15	2054-5	2186-2	F	326
0	15	2106-3	2135-2	F	732
0	15	2106-3	2186-2	F	2134
0	16	1002-5	2135-2	F	184
0	16	1002-5	2186-2	F	186
0	16	A-PI	2135-2	F	31
0	16	A-PI	2186-2	F	220
0	16	2054-5	2135-2	F	41
0	16	2054-5	2186-2	F	177
0	16	2106-3	2135-2	F	1902
0	16	2106-3	2186-2	F	8320
0	17	1002-5	2135-2	F	509
0	17	1002-5	2186-2	F	139
0	17	A-PI	2135-2	F	237
0	17	A-PI	2186-2	F	4237
0	17	2054-5	2135-2	F	836
0	17	2054-5	2186-2	F	12992
0	17	2106-3	2135-2	F	17071
0	17	2106-3	2186-2	F	40076
0	18	1002-5	2135-2	F	121
0	18	1002-5	2186-2	F	114
0	18	A-PI	2135-2	F	66
0	18	A-PI	2186-2	F	954
0	18	2054-5	2135-2	F	313
0	18	2054-5	2186-2	F	5516
0	18	2106-3	2135-2	F	3935
0	18	2106-3	2186-2	F	29717
0	19	1002-5	2135-2	F	84
0	19	1002-5	2186-2	F	58
0	19	A-PI	2135-2	F	32
0	19	A-PI	2186-2	F	607
0	19	2054-5	2135-2	F	85
0	19	2054-5	2186-2	F	1395
0	19	2106-3	2135-2	F	1758
0	19	2106-3	2186-2	F	15299
0	20	1002-5	2135-2	F	156
0	20	1002-5	2186-2	F	199
0	20	A-PI	2135-2	F	49
0	20	A-PI	2186-2	F	606
0	20	2054-5	2135-2	F	173
0	20	2054-5	2186-2	F	1735
0	20	2106-3	2135-2	F	3118
0	20	2106-3	2186-2	F	12879
0	21	1002-5	2135-2	F	49
0	21	1002-5	2186-2	F	49
0	21	A-PI	2135-2	F	55
0	21	A-PI	2186-2	F	469
0	21	2054-5	2135-2	F	144
0	21	2054-5	2186-2	F	3052
0	21	2106-3	2135-2	F	1479
0	21	2106-3	2186-2	F	21556
0	22	1002-5	2135-2	F	82
0	22	1002-5	2186-2	F	220
0	22	A-PI	2135-2	F	74
0	22	A-PI	2186-2	F	546
0	22	2054-5	2135-2	F	396
0	22	2054-5	2186-2	F	11717
0	22	2106-3	2135-2	F	2000
0	22	2106-3	2186-2	F	15818
0	23	1002-5	2135-2	F	5
0	23	1002-5	2186-2	F	84
0	23	A-PI	2135-2	F	3
0	23	A-PI	2186-2	F	95
0	23	2054-5	2135-2	F	13
0	23	2054-5	2186-2	F	234
0	23	2106-3	2135-2	F	123
0	23	2106-3	2186-2	F	5637
0	24	1002-5	2135-2	F	286
0	24	1002-5	2186-2	F	104
0	24	A-PI	2135-2	F	215
0	24	A-PI	2186-2	F	2297
0	24	2054-5	2135-2	F	892
0	24	2054-5	2186-2	F	11877
0	24	2106-3	2135-2	F	4961
0	24	2106-3	2186-2	F	15493
0	25	1002-5	2135-2	F	207
0	25	1002-5	2186-2	F	79
0	25	A-PI	2135-2	F	157
0	25	A-PI	2186-2	F	2627
0	25	2054-5	2135-2	F	1279
0	25	2054-5	2186-2	F	3405
0	25	2106-3	2135-2	F	5767
0	25	2106-3	2186-2	F	21377
0	26	1002-5	2135-2	F	196
0	26	1002-5	2186-2	F	453
0	26	A-PI	2135-2	F	66
0	26	A-PI	2186-2	F	1935
0	26	2054-5	2135-2	F	435
0	26	2054-5	2186-2	F	10810
0	26	2106-3	2135-2	F	3741
0	26	2106-3	2186-2	F	37636
0	27	1002-5	2135-2	F	214
0	27	1002-5	2186-2	F	596
0	27	A-PI	2135-2	F	64
0	27	A-PI	2186-2	F	2190
0	27	2054-5	2135-2	F	193
0	27	2054-5	2186-2	F	3614
0	27	2106-3	2135-2	F	2473
0	27	2106-3	2186-2	F	24851
0	28	1002-5	2135-2	F	39
0	28	1002-5	2186-2	F	114
0	28	A-PI	2135-2	F	46
0	28	A-PI	2186-2	F	175
0	28	2054-5	2135-2	F	188
0	28	2054-5	2186-2	F	8339
0	28	2106-3	2135-2	F	731
0	28	2106-3	2186-2	F	9052
0	29	1002-5	2135-2	F	79
0	29	1002-5	2186-2	F	229
0	29	A-PI	2135-2	F	63
0	29	A-PI	2186-2	F	870
0	29	2054-5	2135-2	F	232
0	29	2054-5	2186-2	F	5925
0	29	2106-3	2135-2	F	2035
0	29	2106-3	2186-2	F	26869
0	30	1002-5	2135-2	F	78
0	30	1002-5	2186-2	F	678
0	30	A-PI	2135-2	F	11
0	30	A-PI	2186-2	F	55
0	30	2054-5	2135-2	F	12
0	30	2054-5	2186-2	F	107
0	30	2106-3	2135-2	F	254
0	30	2106-3	2186-2	F	4949
0	31	1002-5	2135-2	F	161
0	31	1002-5	2186-2	F	197
0	31	A-PI	2135-2	F	39
0	31	A-PI	2186-2	F	354
0	31	2054-5	2135-2	F	96
0	31	2054-5	2186-2	F	994
0	31	2106-3	2135-2	F	2144
0	31	2106-3	2186-2	F	8981
0	32	1002-5	2135-2	F	293
0	32	1002-5	2186-2	F	191
0	32	A-PI	2135-2	F	259
0	32	A-PI	2186-2	F	1243
0	32	2054-5	2135-2	F	397
0	32	2054-5	2186-2	F	2181
0	32	2106-3	2135-2	F	6318
0	32	2106-3	2186-2	F	6885
0	33	1002-5	2135-2	F	19
0	33	1002-5	2186-2	F	19
0	33	A-PI	2135-2	F	7
0	33	A-PI	2186-2	F	221
0	33	2054-5	2135-2	F	45
0	33	2054-5	2186-2	F	131
0	33	2106-3	2135-2	F	336
0	33	2106-3	2186-2	F	5228
0	34	1002-5	2135-2	F	465
0	34	1002-5	2186-2	F	89
0	34	A-PI	2135-2	F	286
0	34	A-PI	2186-2	F	4906
0	34	2054-5	2135-2	F	2506
0	34	2054-5	2186-2	F	7440
0	34	2106-3	2135-2	F	12018
0	34	2106-3	2186-2	F	22416
0	35	1002-5	2135-2	F	463
0	35	1002-5	2186-2	F	1347
0	35	A-PI	2135-2	F	96
0	35	A-PI	2186-2	F	171
0	35	2054-5	2135-2	F	191
0	35	2054-5	2186-2	F	293
0	35	2106-3	2135-2	F	6745
0	35	2106-3	2186-2	F	3169
0	36	1002-5	2135-2	F	1194
0	36	1002-5	2186-2	F	419
0	36	A-PI	2135-2	F	668
0	36	A-PI	2186-2	F	10024
0	36	2054-5	2135-2	F	6050
0	36	2054-5	2186-2	F	19690
0	36	2106-3	2135-2	F	23196
0	36	2106-3	2186-2	F	54203
0	37	1002-5	2135-2	F	633
0	37	1002-5	2186-2	F	764
0	37	A-PI	2135-2	F	291
0	37	A-PI	2186-2	F	2010
0	37	2054-5	2135-2	F	1393
0	37	2054-5	2186-2	F	14915
0	37	2106-3	2135-2	F	7973
0	37	2106-3	2186-2	F	31480
0	38	1002-5	2135-2	F	65
0	38	1002-5	2186-2	F	479
0	38	A-PI	2135-2	F	8
0	38	A-PI	2186-2	F	114
0	38	2054-5	2135-2	F	19
0	38	2054-5	2186-2	F	324
0	38	2106-3	2135-2	F	277
0	38	2106-3	2186-2	F	4512
0	39	1002-5	2135-2	F	117
0	39	1002-5	2186-2	F	181
0	39	A-PI	2135-2	F	89
0	39	A-PI	2186-2	F	1830
0	39	2054-5	2135-2	F	649
0	39	2054-5	2186-2	F	12157
0	39	2106-3	2135-2	F	3491
0	39	2106-3	2186-2	F	48901
0	40	1002-5	2135-2	F	565
0	40	1002-5	2186-2	F	2868
0	40	A-PI	2135-2	F	60
0	40	A-PI	2186-2	F	670
0	40	2054-5	2135-2	F	188
0	40	2054-5	2186-2	F	3093
0	40	2106-3	2135-2	F	3567
0	40	2106-3	2186-2	F	15171
0	41	1002-5	2135-2	F	339
0	41	1002-5	2186-2	F	383
0	41	A-PI	2135-2	F	131
0	41	A-PI	2186-2	F	1238
0	41	2054-5	2135-2	F	155
0	41	2054-5	2186-2	F	779
0	41	2106-3	2135-2	F	4526
0	41	2106-3	2186-2	F	15099
0	42	1002-5	2135-2	F	315
0	42	1002-5	2186-2	F	140
0	42	A-PI	2135-2	F	263
0	42	A-PI	2186-2	F	2767
0	42	2054-5	2135-2	F	1768
0	42	2054-5	2186-2	F	10172
0	42	2106-3	2135-2	F	6352
0	42	2106-3	2186-2	F	47165
0	44	1002-5	2135-2	F	78
0	44	1002-5	2186-2	F	31
0	44	A-PI	2135-2	F	29
0	44	A-PI	2186-2	F	237
0	44	2054-5	2135-2	F	313
0	44	2054-5	2186-2	F	447
0	44	2106-3	2135-2	F	1137
0	44	2106-3	2186-2	F	3071
0	45	1002-5	2135-2	F	90
0	45	1002-5	2186-2	F	116
0	45	A-PI	2135-2	F	70
0	45	A-PI	2186-2	F	507
0	45	2054-5	2135-2	F	318
0	45	2054-5	2186-2	F	9172
0	45	2106-3	2135-2	F	2343
0	45	2106-3	2186-2	F	15728
0	46	1002-5	2135-2	F	67
0	46	1002-5	2186-2	F	835
0	46	A-PI	2135-2	F	16
0	46	A-PI	2186-2	F	91
0	46	2054-5	2135-2	F	13
0	46	2054-5	2186-2	F	230
0	46	2106-3	2135-2	F	290
0	46	2106-3	2186-2	F	4364
0	47	1002-5	2135-2	F	159
0	47	1002-5	2186-2	F	104
0	47	A-PI	2135-2	F	125
0	47	A-PI	2186-2	F	754
0	47	2054-5	2135-2	F	362
0	47	2054-5	2186-2	F	8787
0	47	2106-3	2135-2	F	3577
0	47	2106-3	2186-2	F	26149
0	48	1002-5	2135-2	F	2009
0	48	1002-5	2186-2	F	586
0	48	A-PI	2135-2	F	1010
0	48	A-PI	2186-2	F	8345
0	48	2054-5	2135-2	F	2984
0	48	2054-5	2186-2	F	24739
0	48	2106-3	2135-2	F	93759
0	48	2106-3	2186-2	F	64167
0	49	1002-5	2135-2	F	264
0	49	1002-5	2186-2	F	289
0	49	A-PI	2135-2	F	104
0	49	A-PI	2186-2	F	943
0	49	2054-5	2135-2	F	120
0	49	2054-5	2186-2	F	429
0	49	2106-3	2135-2	F	4188
0	49	2106-3	2186-2	F	18449
0	50	1002-5	2135-2	F	1
0	50	1002-5	2186-2	F	11
0	50	A-PI	2135-2	F	1
0	50	A-PI	2186-2	F	58
0	50	2054-5	2135-2	F	3
0	50	2054-5	2186-2	F	83
0	50	2106-3	2135-2	F	74
0	50	2106-3	2186-2	F	2692
0	51	1002-5	2135-2	F	274
0	51	1002-5	2186-2	F	117
0	51	A-PI	2135-2	F	239
0	51	A-PI	2186-2	F	3534
0	51	2054-5	2135-2	F	818
0	51	2054-5	2186-2	F	11220
0	51	2106-3	2135-2	F	6317
0	51	2106-3	2186-2	F	27519
0	53	1002-5	2135-2	F	619
0	53	1002-5	2186-2	F	765
0	53	A-PI	2135-2	F	346
0	53	A-PI	2186-2	F	4216
0	53	2054-5	2135-2	F	429
0	53	2054-5	2186-2	F	2888
0	53	2106-3	2135-2	F	7814
0	53	2106-3	2186-2	F	26896
0	54	1002-5	2135-2	F	4
0	54	1002-5	2186-2	F	25
0	54	A-PI	2135-2	F	4
0	54	A-PI	2186-2	F	72
0	54	2054-5	2135-2	F	22
0	54	2054-5	2186-2	F	573
0	54	2106-3	2135-2	F	224
0	54	2106-3	2186-2	F	8748
0	55	1002-5	2135-2	F	205
0	55	1002-5	2186-2	F	437
0	55	A-PI	2135-2	F	51
0	55	A-PI	2186-2	F	1224
0	55	2054-5	2135-2	F	251
0	55	2054-5	2186-2	F	3498
0	55	2106-3	2135-2	F	3237
0	55	2106-3	2186-2	F	23325
0	56	1002-5	2135-2	F	46
0	56	1002-5	2186-2	F	119
0	56	A-PI	2135-2	F	15
0	56	A-PI	2186-2	F	42
0	56	2054-5	2135-2	F	23
0	56	2054-5	2186-2	F	80
0	56	2106-3	2135-2	F	485
0	56	2106-3	2186-2	F	2880
1	1	1002-5	2135-2	F	44
1	1	1002-5	2186-2	F	120
1	1	A-PI	2135-2	F	69
1	1	A-PI	2186-2	F	422
1	1	2054-5	2135-2	F	150
1	1	2054-5	2186-2	F	8954
1	1	2106-3	2135-2	F	2151
1	1	2106-3	2186-2	F	16947
1	2	1002-5	2135-2	F	261
1	2	1002-5	2186-2	F	1108
1	2	A-PI	2135-2	F	42
1	2	A-PI	2186-2	F	342
1	2	2054-5	2135-2	F	66
1	2	2054-5	2186-2	F	291
1	2	2106-3	2135-2	F	418
1	2	2106-3	2186-2	F	2887
1	4	1002-5	2135-2	F	1413
1	4	1002-5	2186-2	F	2278
1	4	A-PI	2135-2	F	267
1	4	A-PI	2186-2	F	1290
1	4	2054-5	2135-2	F	564
1	4	2054-5	2186-2	F	2644
1	4	2106-3	2135-2	F	16400
1	4	2106-3	2186-2	F	17160
1	5	1002-5	2135-2	F	74
1	5	1002-5	2186-2	F	160
1	5	A-PI	2135-2	F	38
1	5	A-PI	2186-2	F	450
1	5	2054-5	2135-2	F	107
1	5	2054-5	2186-2	F	3794
1	5	2106-3	2135-2	F	2101
1	5	2106-3	2186-2	F	11842
1	6	1002-5	2135-2	F	3222
1	6	1002-5	2186-2	F	1220
1	6	A-PI	2135-2	F	2783
1	6	A-PI	2186-2	F	30913
1	6	2054-5	2135-2	F	3201
1	6	2054-5	2186-2	F	15090
1	6	2106-3	2135-2	F	115141
1	6	2106-3	2186-2	F	70105
1	8	1002-5	2135-2	F	645
1	8	1002-5	2186-2	F	278
1	8	A-PI	2135-2	F	157
1	8	A-PI	2186-2	F	1100
1	8	2054-5	2135-2	F	433
1	8	2054-5	2186-2	F	1932
1	8	2106-3	2135-2	F	8925
1	8	2106-3	2186-2	F	19380
1	9	1002-5	2135-2	F	97
1	9	1002-5	2186-2	F	122
1	9	A-PI	2135-2	F	43
1	9	A-PI	2186-2	F	941
1	9	2054-5	2135-2	F	534
1	9	2054-5	2186-2	F	2351
1	9	2106-3	2135-2	F	3964
1	9	2106-3	2186-2	F	9730
1	10	1002-5	2135-2	F	14
1	10	1002-5	2186-2	F	15
1	10	A-PI	2135-2	F	10
1	10	A-PI	2186-2	F	243
1	10	2054-5	2135-2	F	98
1	10	2054-5	2186-2	F	1428
1	10	2106-3	2135-2	F	805
1	10	2106-3	2186-2	F	2771
1	11	1002-5	2135-2	F	7
1	11	1002-5	2186-2	F	5
1	11	A-PI	2135-2	F	14
1	11	A-PI	2186-2	F	131
1	11	2054-5	2135-2	F	181
1	11	2054-5	2186-2	F	2163
1	11	2106-3	2135-2	F	519
1	11	2106-3	2186-2	F	1195
1	12	1002-5	2135-2	F	271
1	12	1002-5	2186-2	F	204
1	12	A-PI	2135-2	F	459
1	12	A-PI	2186-2	F	3037
1	12	2054-5	2135-2	F	2710
1	12	2054-5	2186-2	F	24137
1	12	2106-3	2135-2	F	30589
1	12	2106-3	2186-2	F	47263
1	13	1002-5	2135-2	F	292
1	13	1002-5	2186-2	F	123
1	13	A-PI	2135-2	F	239
1	13	A-PI	2186-2	F	2578
1	13	2054-5	2135-2	F	1355
1	13	2054-5	2186-2	F	22569
1	13	2106-3	2135-2	F	7784
1	13	2106-3	2186-2	F	28680
1	15	1002-5	2135-2	F	30
1	15	1002-5	2186-2	F	19
1	15	A-PI	2135-2	F	1233
1	15	A-PI	2186-2	F	4481
1	15	2054-5	2135-2	F	88
1	15	2054-5	2186-2	F	371
1	15	2106-3	2135-2	F	706
1	15	2106-3	2186-2	F	2150
1	16	1002-5	2135-2	F	224
1	16	1002-5	2186-2	F	170
1	16	A-PI	2135-2	F	30
1	16	A-PI	2186-2	F	165
1	16	2054-5	2135-2	F	37
1	16	2054-5	2186-2	F	202
1	16	2106-3	2135-2	F	1779
1	16	2106-3	2186-2	F	8373
1	17	1002-5	2135-2	F	223
1	17	1002-5	2186-2	F	107
1	17	A-PI	2135-2	F	216
1	17	A-PI	2186-2	F	4220
1	17	2054-5	2135-2	F	734
1	17	2054-5	2186-2	F	13227
1	17	2106-3	2135-2	F	17010
1	17	2106-3	2186-2	F	40047
1	18	1002-5	2135-2	F	104
1	18	1002-5	2186-2	F	112
1	18	A-PI	2135-2	F	40
1	18	A-PI	2186-2	F	1019
1	18	2054-5	2135-2	F	303
1	18	2054-5	2186-2	F	5618
1	18	2106-3	2135-2	F	3899
1	18	2106-3	2186-2	F	29867
1	19	1002-5	2135-2	F	159
1	19	1002-5	2186-2	F	105
1	19	A-PI	2135-2	F	32
1	19	A-PI	2186-2	F	571
1	19	2054-5	2135-2	F	113
1	19	2054-5	2186-2	F	1500
1	19	2106-3	2135-2	F	1789
1	19	2106-3	2186-2	F	15401
1	20	1002-5	2135-2	F	140
1	20	1002-5	2186-2	F	180
1	20	A-PI	2135-2	F	33
1	20	A-PI	2186-2	F	587
1	20	2054-5	2135-2	F	161
1	20	2054-5	2186-2	F	1599
1	20	2106-3	2135-2	F	3147
1	20	2106-3	2186-2	F	13233
1	21	1002-5	2135-2	F	43
1	21	1002-5	2186-2	F	37
1	21	A-PI	2135-2	F	35
1	21	A-PI	2186-2	F	507
1	21	2054-5	2135-2	F	158
1	21	2054-5	2186-2	F	3003
1	21	2106-3	2135-2	F	1447
1	21	2106-3	2186-2	F	21594
1	22	1002-5	2135-2	F	97
1	22	1002-5	2186-2	F	229
1	22	A-PI	2135-2	F	119
1	22	A-PI	2186-2	F	490
1	22	2054-5	2135-2	F	450
1	22	2054-5	2186-2	F	11863
1	22	2106-3	2135-2	F	1956
1	22	2106-3	2186-2	F	16019
1	23	1002-5	2135-2	F	5
1	23	1002-5	2186-2	F	86
1	23	A-PI	2135-2	F	3
1	23	A-PI	2186-2	F	99
1	23	2054-5	2135-2	F	7
1	23	2054-5	2186-2	F	271
1	23	2106-3	2135-2	F	105
1	23	2106-3	2186-2	F	5675
1	24	1002-5	2135-2	F	242
1	24	1002-5	2186-2	F	108
1	24	A-PI	2135-2	F	206
1	24	A-PI	2186-2	F	2386
1	24	2054-5	2135-2	F	953
1	24	2054-5	2186-2	F	11621
1	24	2106-3	2135-2	F	4895
1	24	2106-3	2186-2	F	15533
1	25	1002-5	2135-2	F	117
1	25	1002-5	2186-2	F	96
1	25	A-PI	2135-2	F	122
1	25	A-PI	2186-2	F	2703
1	25	2054-5	2135-2	F	1109
1	25	2054-5	2186-2	F	3667
1	25	2106-3	2135-2	F	5619
1	25	2106-3	2186-2	F	21765
1	26	1002-5	2135-2	F	243
1	26	1002-5	2186-2	F	456
1	26	A-PI	2135-2	F	74
1	26	A-PI	2186-2	F	1882
1	26	2054-5	2135-2	F	485
1	26	2054-5	2186-2	F	11172
1	26	2106-3	2135-2	F	3887
1	26	2106-3	2186-2	F	37864
1	27	1002-5	2135-2	F	362
1	27	1002-5	2186-2	F	667
1	27	A-PI	2135-2	F	100
1	27	A-PI	2186-2	F	2379
1	27	2054-5	2135-2	F	175
1	27	2054-5	2186-2	F	4123
1	27	2106-3	2135-2	F	2412
1	27	2106-3	2186-2	F	24322
1	28	1002-5	2135-2	F	70
1	28	1002-5	2186-2	F	121
1	28	A-PI	2135-2	F	46
1	28	A-PI	2186-2	F	208
1	28	2054-5	2135-2	F	273
1	28	2054-5	2186-2	F	8123
1	28	2106-3	2135-2	F	685
1	28	2106-3	2186-2	F	9179
1	29	1002-5	2135-2	F	176
1	29	1002-5	2186-2	F	238
1	29	A-PI	2135-2	F	71
1	29	A-PI	2186-2	F	859
1	29	2054-5	2135-2	F	242
1	29	2054-5	2186-2	F	6075
1	29	2106-3	2135-2	F	2138
1	29	2106-3	2186-2	F	27049
1	30	1002-5	2135-2	F	155
1	30	1002-5	2186-2	F	702
1	30	A-PI	2135-2	F	4
1	30	A-PI	2186-2	F	51
1	30	2054-5	2135-2	F	7
1	30	2054-5	2186-2	F	91
1	30	2106-3	2135-2	F	289
1	30	2106-3	2186-2	F	4804
1	31	1002-5	2135-2	F	401
1	31	1002-5	2186-2	F	189
1	31	A-PI	2135-2	F	90
1	31	A-PI	2186-2	F	377
1	31	2054-5	2135-2	F	127
1	31	2054-5	2186-2	F	1075
1	31	2106-3	2135-2	F	1835
1	31	2106-3	2186-2	F	8950
1	32	1002-5	2135-2	F	290
1	32	1002-5	2186-2	F	195
1	32	A-PI	2135-2	F	209
1	32	A-PI	2186-2	F	1060
1	32	2054-5	2135-2	F	317
1	32	2054-5	2186-2	F	2289
1	32	2106-3	2135-2	F	6482
1	32	2106-3	2186-2	F	6885
1	33	1002-5	2135-2	F	7
1	33	1002-5	2186-2	F	19
1	33	A-PI	2135-2	F	23
1	33	A-PI	2186-2	F	264
1	33	2054-5	2135-2	F	58
1	33	2054-5	2186-2	F	159
1	33	2106-3	2135-2	F	350
1	33	2106-3	2186-2	F	5409
1	34	1002-5	2135-2	F	286
1	34	1002-5	2186-2	F	78
1	34	A-PI	2135-2	F	200
1	34	A-PI	2186-2	F	5226
1	34	2054-5	2135-2	F	2428
1	34	2054-5	2186-2	F	7566
1	34	2106-3	2135-2	F	11928
1	34	2106-3	2186-2	F	23382
1	35	1002-5	2135-2	F	995
1	35	1002-5	2186-2	F	1314
1	35	A-PI	2135-2	F	81
1	35	A-PI	2186-2	F	151
1	35	2054-5	2135-2	F	191
1	35	2054-5	2186-2	F	313
1	35	2106-3	2135-2	F	6298
1	35	2106-3	2186-2	F	3152
1	36	1002-5	2135-2	F	788
1	36	1002-5	2186-2	F	399
1	36	A-PI	2135-2	F	590
1	36	A-PI	2186-2	F	10438
1	36	2054-5	2135-2	F	5882
1	36	2054-5	2186-2	F	18411
1	36	2106-3	2135-2	F	22821
1	36	2106-3	2186-2	F	54702
1	37	1002-5	2135-2	F	779
1	37	1002-5	2186-2	F	827
1	37	A-PI	2135-2	F	500
1	37	A-PI	2186-2	F	2107
1	37	2054-5	2135-2	F	1795
1	37	2054-5	2186-2	F	14668
1	37	2106-3	2135-2	F	7402
1	37	2106-3	2186-2	F	30607
1	38	1002-5	2135-2	F	143
1	38	1002-5	2186-2	F	450
1	38	A-PI	2135-2	F	20
1	38	A-PI	2186-2	F	98
1	38	2054-5	2135-2	F	19
1	38	2054-5	2186-2	F	286
1	38	2106-3	2135-2	F	290
1	38	2106-3	2186-2	F	4282
1	39	1002-5	2135-2	F	162
1	39	1002-5	2186-2	F	183
1	39	A-PI	2135-2	F	111
1	39	A-PI	2186-2	F	1857
1	39	2054-5	2135-2	F	717
1	39	2054-5	2186-2	F	12833
1	39	2106-3	2135-2	F	3487
1	39	2106-3	2186-2	F	49489
1	40	1002-5	2135-2	F	1084
1	40	1002-5	2186-2	F	2808
1	40	A-PI	2135-2	F	45
1	40	A-PI	2186-2	F	672
1	40	2054-5	2135-2	F	225
1	40	2054-5	2186-2	F	2737
1	40	2106-3	2135-2	F	3559
1	40	2106-3	2186-2	F	14776
1	41	1002-5	2135-2	F	434
1	41	1002-5	2186-2	F	373
1	41	A-PI	2135-2	F	91
1	41	A-PI	2186-2	F	1152
1	41	2054-5	2135-2	F	110
1	41	2054-5	2186-2	F	856
1	41	2106-3	2135-2	F	4399
1	41	2106-3	2186-2	F	15262
1	42	1002-5	2135-2	F	394
1	42	1002-5	2186-2	F	164
1	42	A-PI	2135-2	F	411
1	42	A-PI	2186-2	F	2801
1	42	2054-5	2135-2	F	2063
1	42	2054-5	2186-2	F	10801
1	42	2106-3	2135-2	F	6278
1	42	2106-3	2186-2	F	46789
1	44	1002-5	2135-2	F	90
1	44	1002-5	2186-2	F	46
1	44	A-PI	2135-2	F	52
1	44	A-PI	2186-2	F	209
1	44	2054-5	2135-2	F	264
1	44	2054-5	2186-2	F	498
1	44	2106-3	2135-2	F	1087
1	44	2106-3	2186-2	F	3010
1	45	1002-5	2135-2	F	94
1	45	1002-5	2186-2	F	102
1	45	A-PI	2135-2	F	117
1	45	A-PI	2186-2	F	483
1	45	2054-5	2135-2	F	445
1	45	2054-5	2186-2	F	8956
1	45	2106-3	2135-2	F	2183
1	45	2106-3	2186-2	F	15945
1	46	1002-5	2135-2	F	263
1	46	1002-5	2186-2	F	883
1	46	A-PI	2135-2	F	17
1	46	A-PI	2186-2	F	87
1	46	2054-5	2135-2	F	14
1	46	2054-5	2186-2	F	260
1	46	2106-3	2135-2	F	275
1	46	2106-3	2186-2	F	4309
1	47	1002-5	2135-2	F	193
1	47	1002-5	2186-2	F	87
1	47	A-PI	2135-2	F	282
1	47	A-PI	2186-2	F	765
1	47	2054-5	2135-2	F	516
1	47	2054-5	2186-2	F	8669
1	47	2106-3	2135-2	F	3222
1	47	2106-3	2186-2	F	25511
1	48	1002-5	2135-2	F	1158
1	48	1002-5	2186-2	F	547
1	48	A-PI	2135-2	F	983
1	48	A-PI	2186-2	F	8715
1	48	2054-5	2135-2	F	2948
1	48	2054-5	2186-2	F	23517
